ext_AsbShng,fireqc_NA,bmqual_TA,ltcfig_FR3,Year Remod/Add,SalePrice,ext_Stone,ext_HdBoard,rfstyle_Mansard,nhood_ClearCr,nhood_NoRidge,nhood_Veenker,mszone_RL,Gr Liv Area,nhood_Landmrk,PID,rfstyle_Hip,fence_NA,Half Bath,ltcfig_FR2,nhood_Mitchel,sltype_Con,bmqual_Gd,Exter Cond,Bedroom AbvGr,nhood_SawyerW,found_PConc,nhood_Crawfor,sltype_WD,rfstyle_Gambrel,Year Built,mvtype_BrkFace,bmexpo_NA,is_pave_alley,nhood_Gilbert,rfstyle_Gable,ext_CemntBd,Overall Qual,BsmtFin SF 1,nhood_MeadowV,sltype_Oth,log-Lot Area,ltcfig_Inside,heatqc_Gd,TotRms AbvGrd,sltype_ConLw,Kitchen AbvGr,heatqc_Po,Lot Area,sltype_CWD,nhood_StoneBr,nhood_OldTown,mszone_I,Yr Sold,ext_ImStucc,sltype_ConLD,at_least_avg_cond,Bsmt Full Bath,kthnqc_Fa,mszone_RH,near_offsite,nhood_CollgCr,Id,near_major_street,nhood_Sawyer,Garage Area,is_built_recently,is_reg_lot,ext_Stucco,ext_VinylSd,ext_BrkComm,has_garage,sltype_ConLI,fireqc_Fa,found_Slab,is_garage_finished,fence_GdWo,Bsmt Unf SF,nhood_SWISU,log-SalePrice,bmexpo_Mn,found_Stone,mszone_RM,nhood_Greens,nhood_Edwards,Low Qual Fin SF,mszone_FV,ldctour_Low,Screen Porch,has_std_cb,heatqc_TA,mvtype_Stone,yr_since_built,found_Wood,3Ssn Porch,nhood_Blueste,BsmtFin Type 1,heatqc_Fa,nhood_NWAmes,Total Bsmt SF,nhood_Somerst,kthnqc_TA,ext_MetalSd,ext_Plywood,2nd Flr SF,nhood_NPkVill,ext_Wd Sdng,fence_MnWw,Full Bath,nhood_Timber,nhood_BrkSide,rfstyle_Shed,Mo Sold,has_alley,mszone_C,ext_WdShing,fireqc_Gd,Garage Cars,bmqual_Fa,nhood_Names,Misc Val,Open Porch SF,fence_MnPrv,is_garage_attached,fireqc_TA,fireqc_Po,Exter Qual,Fireplaces,ext_AsphShn,bmqual_NA,BsmtFin SF 2,Bsmt Half Bath,is_remod_recently,ldctour_Lvl,nhood_IDOTRR,nhood_BrDale,mvtype_None,ldctour_HLS,kthnqc_Gd,yr_since_remod,has_aircon,ext_BrkFace,bmexpo_No,Mas Vnr Area,log-1st Flr SF,ext_CBlock,Enclosed Porch,1st Flr SF,BsmtFin Type 2,near_rail,nhood_GrnHill,found_CBlock,bmqual_Po,nhood_NridgHt,bmexpo_Gd,Wood Deck SF,Pool Area,sltype_New,ltcfig_CulDSac,log-Gr Liv Area
0,0,0,1,2000,220000.0,0,0,0,0,0,0,1,1513.0,0,907275010,0,1,0,0,0,0,1,3,2,0,1,0,1,0,1999,1,0,0,0,1,0,8,1246.0,0,0,9.66459564425378,0,0,5,0,1,0,15750.0,0,0,0,0,2009,0,0,1,1,0,0,0,1,870,1,0,521.0,1,1,0,1,0,1,0,0,0,1,0,216.0,0,12.301382825334498,0,0,0,0,0,0.0,0,0,0.0,1,0,0,10,0,0.0,0,6,0,0,1462.0,0,0,0,0,0.0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0.0,34.0,0,1,1,0,4,1,0,0,0.0,0,1,1,0,0,0,0,1,9,0,0,0,260.0,7.321849713788356,0,0.0,1513.0,1,0,0,0,0,0,1,135.0,0.0,0,0,7.321849713788356
0,1,1,0,1993,127000.0,0,0,0,0,0,0,1,1107.0,0,534201040,0,1,0,0,0,0,0,3,3,0,0,0,1,0,1967,0,0,0,0,1,0,5,474.0,0,0,8.99342737041261,1,0,5,0,1,0,8050.0,0,0,0,0,2007,0,0,1,1,0,0,0,0,1875,0,0,308.0,0,1,0,0,0,1,0,0,0,1,0,437.0,0,11.751942365440728,0,0,0,0,0,0.0,0,0,0.0,1,1,0,40,0,0.0,0,5,0,0,949.0,0,0,1,0,0.0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0.0,64.0,0,1,0,0,3,0,0,0,38.0,0,0,1,0,0,1,0,1,14,0,0,1,0.0,7.009408932708637,0,0.0,1107.0,4,0,0,1,0,0,0,88.0,0.0,0,0,7.009408932708637
0,0,0,0,2007,107500.0,0,0,0,0,0,0,1,827.0,0,535327140,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1955,0,1,0,0,1,0,5,0.0,0,0,8.881836305004146,1,0,5,0,1,0,7200.0,0,0,0,0,2010,0,0,1,0,0,0,0,0,155,0,0,392.0,0,1,0,1,0,1,0,0,1,0,0,0.0,0,11.585246126549857,0,0,0,0,0,0.0,0,0,0.0,1,0,0,55,0,0.0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,3,1,0,1,0.0,0,1,1,0,0,1,0,0,3,0,0,0,0.0,6.717804695023691,0,0.0,827.0,0,0,0,0,0,0,0,0.0,0.0,0,0,6.717804695023691
0,0,1,0,2001,128000.0,0,0,0,0,0,0,0,1484.0,0,902328040,0,1,0,0,0,0,0,3,3,0,0,0,1,0,1914,0,0,0,0,1,0,6,0.0,0,0,8.748304912379623,1,0,9,0,1,0,6300.0,0,0,1,0,2008,0,0,1,0,0,0,0,0,1318,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,742.0,0,11.759785542901756,0,0,1,0,0,0.0,0,0,0.0,1,0,0,94,0,0.0,0,1,0,0,742.0,0,1,0,0,742.0,0,1,0,2,0,0,0,6,1,0,0,1,0,0,0,0.0,291.0,0,0,0,0,3,1,0,0,0.0,0,1,1,0,0,1,0,0,7,0,0,1,0.0,6.60934924316738,0,134.0,742.0,1,0,0,1,0,0,0,0.0,0.0,0,0,7.302496423727326
0,1,0,0,2004,73000.0,0,0,0,0,0,0,0,764.0,0,902100030,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1925,0,0,0,0,1,0,5,0.0,0,0,8.562548893137034,1,1,4,0,1,0,5232.0,0,0,1,0,2008,0,0,1,0,0,0,0,0,1285,1,0,504.0,0,0,0,0,0,1,0,0,0,0,0,680.0,0,11.198214720130528,0,0,1,0,0,0.0,0,0,0.0,0,0,0,83,0,0.0,0,1,0,0,680.0,0,1,0,0,0.0,0,1,0,1,0,0,0,6,1,0,0,0,2,1,0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0,1,0,0,0,1,0,0,4,0,0,1,0.0,6.638567789166521,0,0.0,764.0,1,0,0,0,0,0,0,0.0,0.0,0,0,6.638567789166521
0,0,0,0,2004,374000.0,0,0,0,0,0,0,1,1792.0,0,528164040,1,1,0,0,0,0,0,3,2,0,1,0,1,0,2003,1,0,0,0,0,0,9,1567.0,0,0,9.37974553683691,1,0,6,0,1,0,11846.0,0,0,0,0,2006,0,0,1,1,0,0,0,0,2400,0,0,874.0,1,0,0,1,0,1,0,0,0,1,0,225.0,0,12.832011076396668,0,0,0,0,0,0.0,0,0,0.0,1,0,0,3,0,0.0,0,6,0,0,1792.0,0,0,0,0,0.0,0,0,0,2,0,0,0,8,0,0,0,1,3,0,0,0.0,49.0,0,1,0,0,4,1,0,0,0.0,0,1,0,0,0,0,1,0,2,0,0,0,562.0,7.491087593534876,0,0.0,1792.0,1,0,0,0,0,1,1,206.0,0.0,0,0,7.491087593534876
0,0,0,0,2002,421250.0,0,0,0,0,0,0,1,2649.0,0,528178070,0,1,1,0,0,0,0,3,4,0,1,0,1,0,2001,1,0,0,0,1,0,8,1075.0,0,0,9.735068900911164,1,0,10,0,1,0,16900.0,0,0,0,0,2008,0,0,1,1,0,0,0,0,1068,0,0,746.0,1,1,0,1,0,1,0,0,0,1,0,404.0,0,12.950981760648707,1,0,0,0,0,0.0,0,0,0.0,1,0,0,7,0,0.0,0,6,0,0,1479.0,0,0,0,0,1134.0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0.0,60.0,0,1,1,0,4,1,0,0,0.0,0,1,1,0,0,0,0,1,6,0,0,0,1110.0,7.323170717943469,0,0.0,1515.0,1,0,0,0,0,1,0,0.0,0.0,0,0,7.88193748927207
0,0,0,0,1993,178000.0,0,0,0,0,0,0,1,1593.0,0,527164060,0,0,1,0,0,0,1,3,3,0,1,0,1,0,1992,0,0,0,1,1,0,6,0.0,0,0,9.173261363734762,0,1,7,0,1,0,9636.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,361,0,0,389.0,0,0,0,1,0,1,0,0,0,1,0,808.0,0,12.089538829274222,0,0,0,0,0,0.0,0,0,0.0,1,0,0,17,0,0.0,0,1,0,0,808.0,0,1,0,0,785.0,0,0,0,2,0,0,0,12,0,0,0,0,2,0,0,0.0,40.0,1,1,1,0,3,1,0,0,0.0,0,0,1,0,0,1,0,0,16,0,0,1,0.0,6.694562058521095,0,0.0,808.0,1,0,0,0,0,0,0,342.0,0.0,0,0,7.373374309910049
0,1,0,0,1972,137500.0,0,0,0,0,0,0,1,1181.0,0,908128050,0,0,0,0,0,0,1,3,3,0,0,0,1,0,1972,0,0,0,0,1,0,4,920.0,0,0,9.211539652551664,1,0,6,0,1,0,10012.0,0,0,0,0,2008,0,0,1,1,0,0,0,0,1493,0,0,588.0,0,1,0,0,0,1,0,0,0,1,0,38.0,0,11.831379196088765,0,0,0,0,1,0.0,0,0,0.0,1,1,0,36,0,0.0,0,4,0,0,1138.0,0,1,0,1,0.0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0.0,0.0,1,0,0,0,3,0,0,0,180.0,0,0,1,0,0,1,0,0,36,0,0,0,0.0,7.074116816197362,0,180.0,1181.0,3,0,0,1,0,0,0,0.0,0.0,0,0,7.074116816197362
0,0,0,0,1994,301500.0,0,1,0,0,1,0,1,1987.0,0,528390020,1,1,0,0,0,0,1,3,2,0,1,0,1,0,1994,1,0,0,0,0,0,8,1314.0,0,0,9.5682245844549,0,0,7,0,1,0,14303.0,0,0,0,0,2008,0,0,1,1,0,0,0,0,1110,0,0,691.0,0,0,0,0,0,1,0,0,0,1,0,672.0,0,12.616525295149378,0,0,0,0,0,0.0,0,0,0.0,1,0,0,14,0,0.0,0,6,0,0,1986.0,0,0,0,0,0.0,0,0,0,2,0,0,0,8,0,0,0,0,2,0,0,0.0,36.0,0,1,1,0,4,1,0,0,0.0,0,0,1,0,0,0,0,1,14,0,0,0,554.0,7.594381242551817,0,0.0,1987.0,1,0,0,0,0,0,1,262.0,0.0,0,0,7.594381242551817
0,0,1,0,1950,105000.0,0,0,0,0,0,0,1,1242.0,0,909250080,0,1,1,0,0,0,0,3,3,0,0,0,1,0,1935,0,0,0,0,1,0,6,0.0,0,0,8.649448770536708,1,1,6,0,1,0,5707.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,911,1,0,180.0,0,1,0,0,0,1,0,0,0,0,0,583.0,1,11.56171562913966,0,0,0,0,0,0.0,0,0,0.0,0,0,0,74,0,0.0,0,1,0,0,583.0,0,1,0,0,595.0,0,1,0,1,0,0,0,3,0,0,0,1,1,0,0,0.0,96.0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,1,0,0,59,0,0,1,0.0,6.472346294500901,0,0.0,647.0,1,0,0,0,0,0,0,329.0,0.0,0,0,7.124478262493424
0,0,1,0,2004,157500.0,0,1,0,0,0,0,1,976.0,0,534201260,1,1,0,0,0,0,0,3,2,0,0,0,1,0,1968,1,0,0,0,0,0,6,760.0,0,0,9.144200569471638,1,0,4,0,1,0,9360.0,0,0,0,0,2006,0,0,1,1,0,0,0,0,2535,1,0,504.0,0,1,0,0,0,1,0,1,0,1,0,216.0,0,11.967180737247824,0,0,0,0,0,0.0,0,0,0.0,1,1,0,38,0,0.0,0,5,0,0,976.0,0,0,0,0,0.0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,1,0.0,0.0,0,1,0,0,3,1,0,0,0.0,0,1,1,0,0,0,0,1,2,0,0,0,203.0,6.883462586413092,0,0.0,976.0,1,0,0,1,0,0,0,94.0,0.0,0,0,6.883462586413092
1,1,1,0,1950,117000.0,0,0,0,0,0,0,0,1214.0,0,903430050,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1901,0,0,0,0,1,0,5,0.0,0,0,8.644706511715198,1,0,6,0,1,0,5680.0,0,0,1,0,2007,0,0,0,0,0,0,0,0,2030,0,0,216.0,0,1,0,0,0,1,0,0,0,0,0,969.0,0,11.669929213779891,0,0,1,0,0,0.0,0,0,0.0,0,1,0,106,0,0.0,0,1,0,0,969.0,0,1,0,0,245.0,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0,0,1,0,0,1,0,0,57,0,0,1,0.0,6.876264611890766,0,77.0,969.0,1,0,0,1,0,0,0,0.0,0.0,0,0,7.101675971619444
0,1,1,0,1962,105000.0,0,0,0,0,0,0,1,864.0,0,535478090,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1962,0,0,0,0,1,0,5,468.0,0,0,8.85366542803745,1,1,5,0,1,0,7000.0,0,0,0,0,2006,0,0,1,0,0,0,0,0,2634,1,0,336.0,0,1,0,0,0,1,0,0,0,0,1,396.0,0,11.56171562913966,0,0,0,0,0,0.0,0,0,0.0,1,0,0,44,0,0.0,0,4,0,0,864.0,0,1,0,0,0.0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0.0,0.0,0,1,0,0,3,0,0,0,0.0,1,0,1,0,0,1,0,0,44,0,0,1,0.0,6.761572768804055,0,0.0,864.0,1,0,0,1,0,0,0,0.0,0.0,0,0,6.761572768804055
0,1,1,0,1950,115000.0,0,0,0,0,0,0,1,1639.0,0,909256060,0,1,0,0,0,0,0,3,3,0,0,0,1,0,1936,0,0,0,0,1,0,6,0.0,0,0,9.257223957875032,1,0,6,0,1,0,10480.0,0,0,0,0,2008,0,0,1,0,0,0,0,0,1530,0,0,240.0,0,1,0,0,0,1,0,0,0,0,0,1064.0,1,11.652687407345388,0,0,0,0,0,473.0,0,0,0.0,0,0,0,72,0,0.0,0,1,0,0,1064.0,0,1,1,0,0.0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0,0,1,0,0,1,0,0,58,0,0,1,0.0,7.061334366910438,0,0.0,1166.0,1,0,0,0,0,0,0,0.0,0.0,0,0,7.40184157874383
0,0,0,0,2008,360000.0,0,0,0,0,0,0,1,1736.0,0,528112040,0,1,0,0,0,0,0,3,3,0,1,0,1,0,2008,0,0,0,0,1,0,9,0.0,0,0,9.35686202463895,1,0,7,0,1,0,11578.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,435,0,0,834.0,1,1,0,1,0,1,0,0,0,1,0,1736.0,0,12.793859310432293,0,0,0,0,0,0.0,0,0,0.0,1,0,1,1,0,0.0,0,1,0,0,1736.0,0,0,0,0,0.0,0,0,0,2,0,0,0,7,0,0,0,1,3,0,0,0.0,90.0,0,1,0,0,5,1,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,302.0,7.459338895220296,0,0.0,1736.0,1,0,0,0,0,1,0,319.0,0.0,0,0,7.459338895220296
0,1,0,0,1979,118858.0,0,0,0,0,0,0,1,1535.0,0,906226110,0,1,0,0,0,0,0,3,4,1,0,0,1,0,1979,0,1,0,0,1,0,5,0.0,0,0,8.85623355614316,1,0,8,0,2,0,7018.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,812,0,0,400.0,0,1,0,0,0,1,0,0,1,0,0,0.0,0,11.685684782260491,0,0,0,0,0,0.0,0,0,0.0,1,1,0,30,0,0.0,0,0,0,0,0.0,0,1,0,1,0.0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0.0,0.0,0,1,0,0,3,0,0,1,0.0,0,0,0,0,0,1,0,0,30,0,0,0,0.0,7.336285660021297,0,0.0,1535.0,0,0,0,0,0,0,0,0.0,0.0,0,0,7.336285660021297
0,1,1,0,2000,173000.0,0,1,0,0,0,0,1,1632.0,0,534251280,1,1,1,0,0,0,0,3,4,0,0,0,1,0,1966,1,0,0,0,0,0,6,400.0,0,0,9.119320973589014,1,1,7,0,1,0,9130.0,0,0,0,0,2008,0,0,1,0,0,0,0,0,1202,1,0,484.0,0,1,0,0,0,1,0,0,0,0,0,336.0,0,12.061046873479915,0,0,0,0,0,0.0,0,0,0.0,1,0,0,42,0,0.0,0,6,0,1,800.0,0,0,0,0,832.0,0,0,0,1,0,0,0,7,0,0,0,0,2,0,0,0.0,40.0,0,1,0,0,3,0,0,0,64.0,1,1,1,0,0,0,0,1,8,0,0,1,252.0,6.684611727667927,0,0.0,800.0,3,0,0,1,0,0,0,0.0,0.0,0,0,7.397561535524052
0,1,1,0,1998,78500.0,0,0,0,0,0,0,1,725.0,0,535383120,0,1,1,0,0,0,0,3,1,0,0,0,1,0,1890,0,0,0,0,1,0,3,0.0,0,0,9.287301413112312,0,0,4,0,1,0,10800.0,0,0,1,0,2009,0,0,1,0,0,0,0,0,666,0,0,320.0,0,1,0,1,0,1,0,0,0,0,0,630.0,0,11.2708539037705,0,0,0,0,0,0.0,0,0,0.0,0,1,0,119,0,0.0,0,1,0,0,630.0,0,1,0,0,0.0,0,0,0,1,0,0,0,11,1,0,0,0,1,0,0,0.0,30.0,0,0,0,0,3,0,0,0,0.0,0,0,1,0,0,1,0,0,11,0,0,1,0.0,6.586171654854675,0,0.0,725.0,1,0,0,0,0,0,0,0.0,0.0,0,0,6.586171654854675
0,0,0,0,2004,183500.0,0,0,0,0,0,0,1,1720.0,0,528240020,0,1,1,0,0,0,1,3,3,0,1,0,1,0,2004,0,0,0,1,1,0,7,0.0,0,0,9.01724094201035,1,0,7,0,1,0,8244.0,0,0,0,0,2007,0,0,1,0,0,0,0,0,1751,0,0,440.0,1,0,0,1,0,1,0,0,0,1,0,840.0,0,12.11996994647676,0,0,0,0,0,0.0,0,0,0.0,1,0,0,3,0,0.0,0,1,0,0,840.0,0,0,0,0,880.0,0,0,0,2,0,0,0,5,0,0,0,1,2,0,0,0.0,48.0,0,1,0,0,4,1,0,0,0.0,0,1,1,0,0,1,0,1,3,0,0,1,0.0,6.733401891837359,0,0.0,840.0,1,0,0,0,0,0,0,100.0,0.0,0,0,7.450079569807499
0,1,0,0,1953,93000.0,0,0,0,0,0,0,0,936.0,0,902135020,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1953,0,0,1,0,1,0,4,0.0,0,0,8.699514748210191,1,0,4,0,1,0,6000.0,0,0,1,0,2009,0,0,0,0,0,0,0,0,705,0,0,576.0,0,1,0,0,0,1,0,0,0,0,0,936.0,0,11.440354772135391,0,0,1,0,0,0.0,0,0,0.0,1,1,0,56,0,0.0,0,1,0,0,936.0,0,1,1,0,0.0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0.0,32.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,1,0,0,56,0,0,1,0.0,6.841615476477592,0,112.0,936.0,1,0,0,1,0,0,0,0.0,0.0,0,0,6.841615476477592
0,0,0,0,2003,226500.0,0,0,0,0,0,0,1,1589.0,0,528228375,1,1,0,0,0,0,1,3,2,0,1,0,1,0,2003,1,0,0,0,0,0,8,1084.0,0,0,8.19450550976564,1,0,7,0,1,0,3621.0,0,0,0,0,2007,0,0,1,1,0,0,0,0,1744,0,0,630.0,1,1,0,1,0,1,0,0,0,1,0,322.0,0,12.330500223905226,0,0,0,0,0,0.0,0,0,0.0,1,0,0,4,0,0.0,0,6,0,0,1406.0,0,0,0,0,0.0,0,0,0,2,0,0,0,11,0,0,0,0,3,0,0,0.0,20.0,0,1,1,0,4,1,0,0,0.0,0,1,1,0,0,0,0,1,4,0,0,0,72.0,7.370860166536716,0,0.0,1589.0,1,0,0,0,0,0,1,143.0,0.0,0,0,7.370860166536716
0,0,0,0,1994,178000.0,0,0,0,0,0,0,1,1571.0,0,527163040,0,1,1,0,0,0,1,3,3,0,1,0,1,0,1993,0,0,0,1,1,0,6,0.0,0,0,8.966611387052865,1,1,7,0,1,0,7837.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,357,0,0,380.0,0,0,0,1,0,1,0,0,0,1,0,799.0,0,12.089538829274222,0,0,0,0,0,0.0,0,0,0.0,1,0,0,16,0,0.0,0,1,0,0,799.0,0,1,0,0,772.0,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0.0,40.0,0,1,1,0,4,1,0,0,0.0,0,0,1,0,0,1,0,0,15,0,0,1,0.0,6.683360945766275,0,0.0,799.0,1,0,0,0,0,0,0,0.0,0.0,0,0,7.359467638255621
0,1,0,0,2003,226000.0,0,0,0,0,0,0,1,1479.0,0,907192120,0,1,0,0,0,0,1,3,3,0,1,0,1,0,2003,1,0,0,0,1,0,7,1013.0,0,0,9.274722630905451,1,0,7,0,1,0,10665.0,0,0,0,0,2007,0,0,1,1,0,0,0,1,2133,0,0,558.0,1,0,0,1,0,1,0,0,0,1,0,440.0,0,12.328290278254425,0,0,0,0,0,0.0,0,0,0.0,1,0,0,4,0,0.0,0,6,0,0,1453.0,0,0,0,0,0.0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0.0,29.0,0,1,0,0,4,0,0,0,0.0,0,1,1,0,0,0,0,1,4,0,0,0,167.0,7.2991214627108,0,0.0,1479.0,1,0,0,0,0,0,0,144.0,0.0,0,0,7.2991214627108
0,0,1,0,1969,173000.0,0,0,0,0,0,0,1,1632.0,0,924100060,0,0,1,0,1,0,0,5,4,0,0,0,1,0,1969,1,0,0,0,1,0,5,496.0,0,0,9.25502688959859,1,0,7,0,1,0,10457.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,989,0,0,898.0,0,0,0,1,0,1,0,0,0,1,0,0.0,0,12.061046873479915,0,0,0,0,0,0.0,0,0,0.0,1,0,0,40,0,0.0,0,4,0,0,784.0,0,1,0,0,848.0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0.0,173.0,1,1,1,0,4,1,0,0,288.0,0,0,1,0,0,0,0,0,40,0,0,0,178.0,6.664409020350408,0,368.0,784.0,2,0,0,1,0,0,1,0.0,0.0,0,0,7.397561535524052
0,0,1,0,1965,62383.0,0,0,0,0,0,0,1,864.0,0,532378120,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1965,0,0,0,0,1,0,5,553.0,0,0,9.0217190130337,1,1,5,0,1,0,8281.0,0,0,0,0,2009,0,0,1,0,0,0,0,0,562,0,1,360.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,11.041048081342682,0,0,0,0,0,0.0,0,0,0.0,1,0,0,44,0,0.0,0,3,0,0,864.0,0,1,1,0,0.0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0.0,0.0,0,0,0,1,3,1,0,0,311.0,0,0,1,0,0,1,0,0,44,0,0,1,0.0,6.761572768804055,0,236.0,864.0,4,0,0,1,0,0,0,0.0,0.0,0,0,6.761572768804055
0,0,0,0,2008,446261.0,0,0,0,0,0,0,1,2713.0,0,528104080,1,1,1,0,0,0,0,3,3,0,1,0,0,0,2008,0,0,0,0,0,0,9,1330.0,0,0,9.612332790605375,1,0,11,0,1,0,14948.0,0,0,0,0,2008,0,0,1,1,0,0,0,0,1054,0,0,858.0,1,0,0,1,0,1,0,0,0,1,0,122.0,0,13.008659261632127,0,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0.0,0,6,0,0,1452.0,0,0,0,0,1237.0,0,0,0,2,0,0,0,11,0,0,0,1,3,0,0,0.0,66.0,0,1,0,0,5,1,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,268.0,7.297091005160418,0,0.0,1476.0,1,0,0,0,0,1,0,126.0,0.0,1,0,7.905810312658931
0,0,1,0,1997,160000.0,0,0,0,0,0,0,1,1479.0,0,909250070,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1926,0,0,0,0,1,0,7,424.0,0,0,8.85366542803745,1,0,6,0,1,0,7000.0,0,0,0,0,2006,0,0,1,1,0,0,0,0,2850,1,0,312.0,0,1,1,0,0,1,0,0,0,0,0,200.0,1,11.982929094215963,0,0,0,0,0,0.0,0,0,0.0,1,0,0,80,0,0.0,0,5,0,0,624.0,0,0,0,0,736.0,0,1,0,1,0,0,0,5,0,0,0,1,1,0,0,0.0,0.0,1,0,0,0,3,2,0,0,0.0,0,1,1,0,0,1,0,1,9,0,0,1,0.0,6.610696044717759,0,56.0,743.0,1,0,0,0,0,0,0,530.0,0.0,0,0,7.2991214627108
0,0,0,0,2004,219990.0,0,0,0,0,0,0,0,1576.0,0,528228405,1,1,0,0,0,0,1,3,2,0,1,0,1,0,2004,1,0,0,0,0,0,7,1087.0,0,0,8.27893600229198,1,0,7,0,1,0,3940.0,0,0,0,0,2008,0,0,1,1,0,0,0,0,1082,0,0,668.0,1,1,0,1,0,1,0,0,0,1,0,306.0,0,12.301337369755954,0,0,1,0,0,0.0,0,0,0.0,1,0,0,4,0,0.0,0,6,0,0,1393.0,0,0,0,0,0.0,0,0,0,2,0,0,0,5,0,0,0,0,3,0,0,0.0,20.0,0,1,1,0,4,1,0,0,0.0,0,1,1,0,0,0,0,1,4,0,0,1,24.0,7.362645270417825,0,0.0,1576.0,1,0,0,0,0,0,0,143.0,0.0,0,0,7.362645270417825
0,1,0,0,2000,191000.0,0,0,0,0,0,0,1,1479.0,0,907187080,0,1,0,0,0,0,1,3,3,0,1,0,1,0,1999,1,0,0,0,1,0,7,0.0,0,0,9.146548238888403,0,0,6,0,1,0,9382.0,0,0,0,0,2008,0,0,1,0,0,0,0,1,1440,0,0,577.0,1,0,0,1,0,1,0,0,0,1,0,1468.0,0,12.160028707028768,0,0,0,0,0,0.0,0,0,0.0,1,0,0,9,0,0.0,0,1,0,0,1468.0,0,0,0,0,0.0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,0,0.0,25.0,0,1,0,0,4,0,0,0,0.0,0,1,1,0,0,0,0,1,8,0,0,1,125.0,7.2991214627108,0,0.0,1479.0,1,0,0,0,0,0,0,120.0,0.0,0,1,7.2991214627108
0,0,1,0,1994,136500.0,0,0,0,0,0,0,1,1060.0,0,903201090,0,1,0,0,0,0,0,4,1,0,1,0,1,0,1925,0,0,0,0,1,0,5,317.0,0,0,8.832587702434553,1,0,6,0,1,0,6854.0,0,0,0,0,2007,0,0,1,1,0,0,0,0,2006,0,0,308.0,0,1,0,0,0,1,0,0,0,0,0,212.0,0,11.824079893607152,0,0,0,0,0,0.0,0,0,150.0,0,1,0,82,0,0.0,0,2,0,0,756.0,0,1,1,0,144.0,0,0,0,1,0,1,0,8,0,0,0,1,1,0,0,0.0,65.0,0,0,0,0,3,1,0,0,227.0,0,0,0,0,0,1,0,0,13,0,0,1,0.0,6.82001636467413,0,0.0,916.0,3,0,0,0,0,0,0,0.0,0.0,0,0,6.966024187106113
0,1,0,0,1994,80000.0,0,1,0,0,0,0,1,943.0,0,905475520,0,1,0,0,0,0,0,3,3,0,0,0,1,0,1958,0,1,0,0,1,0,4,0.0,0,0,9.351405812254786,0,0,5,0,1,0,11515.0,0,0,0,0,2007,0,0,1,0,0,0,0,0,2082,0,0,308.0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,11.289781913656018,0,0,0,0,1,0.0,0,0,0.0,1,1,0,49,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,3,0,0,1,0.0,0,0,1,0,0,1,0,1,13,0,0,0,0.0,6.849066282633458,0,60.0,943.0,0,0,0,0,0,0,0,0.0,0.0,0,1,6.849066282633458
