Condition 2,Garage Cond,Overall Qual,Land Contour,Heating,Enclosed Porch,Lot Shape,Kitchen AbvGr,Garage Finish,Lot Area,Bsmt Exposure,Electrical,Functional,Alley,Land Slope,Fireplaces,Wood Deck SF,Garage Type,Year Remod/Add,MS SubClass,Bldg Type,Exter Cond,BsmtFin Type 2,Exterior 1st,Id,PID,Roof Matl,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Roof Style,Utilities,BsmtFin Type 1,Bsmt Unf SF,Sale Type,Year Built,Mas Vnr Area,Bsmt Full Bath,Misc Feature,Fence,Garage Area,Exterior 2nd,Mas Vnr Type,MS Zoning,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,Central Air,Condition 1,BsmtFin SF 2,Foundation,Bsmt Qual,Pool QC,Bsmt Cond,Lot Config,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Paved Drive,Misc Val,Gr Liv Area,SalePrice,House Style,Street,TotRms AbvGrd,Neighborhood,Fireplace Qu,Open Porch SF,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice,yr_since_built,yr_since_remod,is_built_recently,is_remod_recently
Norm,TA,2,Lvl,GasA,0.0,Reg,1,Unf,21780.0,NA,FuseA,Min1,NA,Gtl,0,119.0,Detchd,1950,30,1Fam,Fa,NA,Wd Sdng,946,912251110,CompShg,4,0.0,0.0,Fa,TA,0.0,Gable,NoSewr,NA,0.0,ConLD,1910,0.0,0,NA,NA,280.0,Wd Sdng,None,I,0.0,3,810.0,0.0,TA,0,N,Norm,0.0,CBlock,NA,NA,NA,Inside,1,1,0.0,1,TA,0,0.0,2009,N,0.0,810.0,57625.0,1Story,Grvl,4,IDOTRR,NA,24.0,9.988747396486952,6.697034247666484,6.697034247666484,10.96171178029895,99,59,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,10307.0,No,SBrkr,Typ,NA,Gtl,1,192.0,Attchd,2008,120,TwnhsE,TA,Unf,VinylSd,455,528175050,CompShg,5,0.0,0.0,Gd,Gd,876.0,Gable,AllPub,GLQ,474.0,WD,2007,176.0,1,NA,NA,484.0,VinylSd,Stone,RL,0.0,5,1358.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1350.0,2,Ex,0,0.0,2009,Y,0.0,1358.0,212500.0,1Story,Pave,6,NridgHt,Gd,26.0,9.240578555036793,7.213768308118642,7.213768308118642,12.266697267346608,2,1,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,4500.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1998,120,TwnhsI,TA,Unf,VinylSd,2906,923203090,CompShg,5,0.0,0.0,TA,TA,897.0,Hip,AllPub,GLQ,319.0,WD,1998,116.0,1,NA,NA,402.0,VinylSd,BrkFace,RM,0.0,5,1216.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,FR2,2,2,1216.0,2,Ex,0,0.0,2006,Y,0.0,1216.0,164000.0,1Story,Pave,5,Mitchel,NA,125.0,8.411832675758411,7.103322062526113,7.103322062526113,12.007621706806335,8,8,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,9060.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1957,50,1Fam,TA,Unf,MetalSd,2878,910226060,CompShg,5,0.0,0.0,TA,Gd,0.0,Gable,AllPub,Unf,967.0,WD,1957,327.0,0,NA,NA,384.0,MetalSd,BrkFace,RM,0.0,4,967.0,671.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,4,2,967.0,1,Gd,0,0.0,2006,Y,0.0,1638.0,139000.0,1.5Fin,Pave,6,IDOTRR,NA,21.0,9.111624399037025,6.874198495453294,7.401231264413015,11.842229212112828,49,49,0,0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Unf,2160.0,No,SBrkr,Typ,Pave,Gtl,0,0.0,Detchd,2000,160,TwnhsI,TA,Unf,MetalSd,1173,533217050,CompShg,5,0.0,0.0,Gd,Gd,510.0,Gable,AllPub,BLQ,90.0,WD,1999,212.0,1,NA,NA,462.0,MetalSd,BrkFace,FV,0.0,3,624.0,628.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,600.0,2,Ex,0,0.0,2008,Y,0.0,1252.0,160000.0,2Story,Pave,4,Somerst,NA,48.0,7.67786350067821,6.436150368369428,7.132497551660044,11.982929094215963,9,8,1,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,7669.0,Av,SBrkr,Typ,NA,Gtl,1,100.0,Detchd,1993,85,1Fam,TA,LwQ,HdBoard,985,923276260,CompShg,6,0.0,0.0,TA,TA,718.0,Gable,AllPub,GLQ,0.0,WD,1992,0.0,1,NA,GdPrv,698.0,Wd Shng,None,RL,0.0,6,883.0,0.0,TA,0,Y,Norm,110.0,PConc,Gd,NA,TA,Inside,2,1,828.0,2,TA,0,0.0,2009,Y,0.0,883.0,149000.0,SFoyer,Pave,5,Mitchel,Fa,32.0,8.94494150776486,6.78332520060396,6.78332520060396,11.911701584927597,17,16,0,0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,9858.0,No,SBrkr,Typ,NA,Gtl,0,33.0,Attchd,1968,20,1Fam,TA,Unf,HdBoard,975,923225490,CompShg,6,0.0,0.0,TA,TA,510.0,Gable,AllPub,BLQ,354.0,WD,1968,0.0,1,Shed,GdWo,288.0,HdBoard,None,RL,0.0,11,874.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,864.0,1,TA,0,0.0,2009,Y,600.0,874.0,130000.0,1Story,Pave,5,Mitchel,NA,0.0,9.196038587265322,6.773080375655535,6.773080375655535,11.77528972943772,41,41,0,0
Feedr,TA,7,Bnk,GasA,64.0,IR1,1,Unf,10300.0,No,SBrkr,Typ,NA,Gtl,0,12.0,Detchd,1950,70,1Fam,TA,Unf,Stucco,202,903425110,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,576.0,WD,1921,0.0,0,NA,GdPrv,480.0,Stucco,None,RM,0.0,4,902.0,808.0,TA,0,Y,RRAn,0.0,BrkTil,TA,NA,TA,Inside,3,2,576.0,2,Gd,0,0.0,2010,Y,0.0,1710.0,140000.0,2Story,Pave,9,OldTown,NA,11.0,9.239899174217728,6.804614520062624,7.444248649496705,11.84939770159144,89,60,0,0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,Fin,8125.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2009,20,1Fam,TA,Unf,VinylSd,528,528480170,CompShg,5,0.0,0.0,Gd,Gd,0.0,Hip,AllPub,Unf,1836.0,New,2008,288.0,0,NA,NA,517.0,VinylSd,BrkFace,FV,0.0,10,1836.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,3,2,1836.0,2,Ex,0,0.0,2009,Y,0.0,1836.0,264500.0,1Story,Pave,8,Somerst,Gd,175.0,9.002701007197938,7.515344571180436,7.515344571180436,12.48559653028049,1,0,1,1
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Fin,14850.0,No,FuseA,Typ,NA,Gtl,1,268.0,Attchd,1957,20,1Fam,TA,Unf,Wd Sdng,2579,535179050,CompShg,5,0.0,122.0,TA,TA,895.0,Gable,AllPub,Rec,197.0,WD,1957,0.0,1,NA,MnWw,299.0,Wd Sdng,None,RL,0.0,5,1092.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,1092.0,1,TA,0,0.0,2006,Y,0.0,1092.0,141000.0,1Story,Pave,6,Names,TA,0.0,9.605755144230846,6.9957661563048505,6.9957661563048505,11.856515169360305,49,49,0,0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,RFn,9650.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1977,20,1Fam,TA,Unf,Plywood,591,534152120,CompShg,5,0.0,0.0,TA,TA,686.0,Gable,AllPub,ALQ,664.0,WD,1977,360.0,0,NA,NA,630.0,Plywood,BrkFace,RL,0.0,4,1334.0,0.0,TA,0,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,2,2,1350.0,2,TA,1,0.0,2009,Y,0.0,1334.0,167900.0,1Story,Pave,6,NWAmes,TA,16.0,9.174713194333032,7.195937226475569,7.195937226475569,12.031123843065632,32,32,0,0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,Unf,14585.0,No,SBrkr,Typ,NA,Gtl,2,216.0,Attchd,1987,20,1Fam,TA,Rec,Wd Sdng,1897,534425080,CompShg,6,0.0,0.0,TA,Gd,594.0,Gable,AllPub,BLQ,331.0,WD,1960,85.0,0,NA,NA,572.0,Wd Sdng,BrkFace,RL,0.0,6,1429.0,0.0,TA,0,Y,Norm,219.0,CBlock,TA,NA,TA,CulDSac,3,1,1144.0,2,Ex,1,0.0,2007,Y,0.0,1429.0,181900.0,1Story,Pave,7,Names,Gd,110.0,9.587748882301822,7.264730177929867,7.264730177929867,12.111212364506214,47,20,0,0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,9000.0,Av,SBrkr,Typ,NA,Gtl,0,144.0,Attchd,2008,20,1Fam,TA,Unf,VinylSd,70,528458110,CompShg,5,0.0,0.0,Gd,Gd,1078.0,Gable,AllPub,GLQ,488.0,WD,2008,36.0,1,NA,NA,750.0,VinylSd,Stone,FV,0.0,4,1566.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1566.0,2,Ex,0,0.0,2010,Y,0.0,1566.0,262500.0,1Story,Pave,7,Somerst,NA,168.0,9.104979856318357,7.356279876550748,7.356279876550748,12.478006361013815,2,2,1,1
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,13774.0,No,SBrkr,Typ,NA,Gtl,2,321.0,Attchd,1992,60,1Fam,Gd,Unf,HdBoard,590,534151120,CompShg,7,0.0,156.0,TA,Gd,432.0,Hip,AllPub,GLQ,476.0,WD,1977,283.0,0,NA,NA,520.0,HdBoard,BrkFace,RL,0.0,11,1316.0,972.0,TA,2,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,4,1,908.0,2,Ex,0,0.0,2009,Y,0.0,2288.0,230000.0,2Story,Pave,8,NWAmes,TA,72.0,9.530538036104643,7.182352111885263,7.7354333524996886,12.345834587905333,32,17,0,0
Norm,TA,9,Lvl,GasA,0.0,IR1,1,Fin,5119.0,Av,SBrkr,Typ,NA,Gtl,1,97.0,Attchd,2000,120,TwnhsE,TA,Unf,MetalSd,1172,533215080,CompShg,5,0.0,0.0,Gd,Gd,1238.0,Gable,AllPub,GLQ,460.0,CWD,1999,60.0,1,NA,NA,506.0,MetalSd,BrkFace,FV,0.0,1,1709.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,CulDSac,2,2,1698.0,2,Ex,0,0.0,2008,Y,0.0,1709.0,328900.0,1Story,Pave,5,Somerst,TA,65.0,8.540714386457584,7.443663683115591,7.443663683115591,12.703509032177148,9,8,1,1
Norm,TA,8,Lvl,GasA,0.0,IR1,1,RFn,9254.0,No,SBrkr,Typ,NA,Gtl,0,168.0,Attchd,2005,20,1Fam,TA,Unf,VinylSd,1714,528172070,CompShg,5,0.0,0.0,Gd,Gd,119.0,Gable,AllPub,GLQ,1602.0,WD,2005,210.0,1,NA,NA,554.0,VinylSd,BrkFace,RL,0.0,1,1721.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1721.0,2,Ex,0,0.0,2007,Y,0.0,1721.0,232698.0,1Story,Pave,7,NridgHt,NA,27.0,9.132811169466946,7.450660796211539,7.450660796211539,12.35749675449625,2,2,1,1
Norm,TA,8,Lvl,GasA,0.0,IR1,1,RFn,10324.0,Av,SBrkr,Typ,NA,Gtl,0,168.0,Attchd,2008,20,1Fam,TA,Unf,VinylSd,829,906380220,CompShg,5,0.0,0.0,Gd,Gd,872.0,Gable,AllPub,GLQ,382.0,WD,2008,140.0,1,NA,NA,810.0,VinylSd,BrkFace,RL,0.0,3,1254.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,2,2,1254.0,3,Ex,0,0.0,2009,Y,0.0,1254.0,221800.0,1Story,Pave,5,CollgCr,NA,92.0,9.242226560838505,7.134093721192866,7.134093721192866,12.309531353898404,1,1,1,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,8375.0,No,SBrkr,Min1,NA,Gtl,0,0.0,2Types,1973,50,1Fam,TA,Unf,Wd Sdng,1397,905227050,CompShg,7,0.0,0.0,TA,Gd,336.0,Gable,AllPub,ALQ,240.0,WD,1941,0.0,1,NA,MnPrv,627.0,Wd Sdng,None,RL,0.0,6,864.0,486.0,TA,1,Y,Norm,0.0,BrkTil,TA,NA,TA,Corner,2,1,576.0,3,Gd,0,0.0,2008,N,0.0,1350.0,152400.0,1.5Fin,Pave,6,Sawyer,NA,0.0,9.033006356693267,6.761572768804055,7.2078598714324755,11.934263922234683,67,35,0,0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Unf,9750.0,No,SBrkr,Typ,NA,Gtl,1,74.0,Attchd,2001,20,1Fam,TA,Unf,VinylSd,877,907290090,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1630.0,WD,2000,171.0,0,NA,NA,451.0,VinylSd,BrkFace,RL,0.0,10,1630.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1630.0,2,Ex,0,0.0,2009,Y,0.0,1630.0,213000.0,1Story,Pave,6,CollgCr,TA,234.0,9.185022563991893,7.396335293800808,7.396335293800808,12.269047444691562,9,8,1,1
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,7632.0,No,SBrkr,Typ,NA,Gtl,0,100.0,Attchd,2005,60,1Fam,TA,Unf,VinylSd,2477,531376050,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,784.0,WD,2005,96.0,0,NA,NA,449.0,VinylSd,BrkFace,RL,0.0,3,831.0,754.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,784.0,2,Ex,0,0.0,2006,Y,0.0,1585.0,184900.0,2Story,Pave,7,SawyerW,NA,77.0,8.940105213128122,6.7226297948554485,7.368339686311381,12.127570417375216,1,1,1,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,15750.0,Mn,SBrkr,Typ,NA,Gtl,2,0.0,Attchd,1953,190,2FmCon,TA,Unf,MetalSd,2871,909428110,CompShg,5,0.0,0.0,TA,TA,841.0,Hip,AllPub,BLQ,324.0,WD,1953,56.0,1,NA,NA,375.0,MetalSd,BrkFace,RL,0.0,6,1336.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,2,1,1165.0,1,TA,0,0.0,2006,Y,0.0,1336.0,157000.0,1Story,Pave,5,Crawfor,Gd,0.0,9.66459564425378,7.197435354096591,7.197435354096591,11.964001084330445,53,53,0,0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Unf,9240.0,No,SBrkr,Min1,NA,Gtl,1,161.0,Detchd,2002,20,1Fam,TA,Unf,HdBoard,2489,532353030,CompShg,6,0.0,0.0,TA,TA,612.0,Hip,AllPub,BLQ,252.0,WD,1962,0.0,0,NA,MnPrv,576.0,HdBoard,None,RL,0.0,3,1211.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,864.0,2,Gd,0,0.0,2006,Y,0.0,1211.0,144000.0,1Story,Pave,6,Sawyer,TA,0.0,9.131297164635729,7.099201743553092,7.099201743553092,11.877568578558138,44,4,0,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,RFn,10400.0,No,SBrkr,Typ,NA,Gtl,1,240.0,Attchd,1999,20,1Fam,TA,Unf,MetalSd,1655,527354050,CompShg,5,0.0,0.0,TA,TA,903.0,Gable,AllPub,GLQ,356.0,WD,1979,253.0,1,NA,NA,478.0,MetalSd,BrkFace,RL,0.0,8,1353.0,0.0,TA,0,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,2,2,1259.0,2,Ex,0,0.0,2007,Y,0.0,1353.0,192350.0,1Story,Pave,5,NWAmes,TA,141.0,9.249561085129464,7.210079628170788,7.210079628170788,12.167071908180441,28,8,0,1
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,8800.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1966,20,1Fam,TA,Unf,HdBoard,1891,534401120,CompShg,6,0.0,0.0,TA,TA,654.0,Hip,AllPub,BLQ,520.0,CWD,1966,202.0,0,NA,MnPrv,440.0,Plywood,BrkFace,RL,0.0,10,1200.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,2,1174.0,2,Ex,1,0.0,2007,Y,0.0,1200.0,163500.0,1Story,Pave,6,Names,TA,0.0,9.082507000466299,7.090076835776092,7.090076835776092,12.004568269319446,41,41,0,0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Unf,11839.0,No,SBrkr,Typ,NA,Gtl,1,192.0,Attchd,1990,60,1Fam,TA,Unf,HdBoard,1419,906204150,CompShg,5,0.0,0.0,TA,Gd,1085.0,Hip,AllPub,GLQ,390.0,WD,1990,99.0,1,NA,NA,514.0,HdBoard,BrkFace,RL,0.0,5,1532.0,797.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,4,2,1475.0,2,Ex,0,0.0,2008,Y,0.0,2329.0,262280.0,2Story,Pave,10,SawyerW,Ex,121.0,9.379154445411636,7.3343293503005365,7.753194269884341,12.477167914377556,18,18,0,0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,9135.0,Av,SBrkr,Typ,NA,Gtl,0,192.0,Attchd,2003,20,1Fam,TA,Unf,VinylSd,1473,907405020,CompShg,5,0.0,0.0,Gd,Gd,810.0,Gable,AllPub,GLQ,726.0,WD,2002,113.0,1,NA,NA,532.0,VinylSd,BrkFace,RL,0.0,12,1536.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1536.0,2,Ex,0,0.0,2008,Y,0.0,1536.0,214000.0,1Story,Pave,7,CollgCr,NA,74.0,9.119868468812108,7.336936913707618,7.336936913707618,12.273731294003989,6,5,1,1
Norm,TA,6,Lvl,GasA,280.0,IR1,1,Fin,14115.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2004,20,1Fam,TA,GLQ,Stone,2868,909425120,CompShg,7,0.0,0.0,TA,Ex,296.0,Gable,AllPub,ALQ,230.0,WD,1956,0.0,0,NA,NA,470.0,Stone,None,RL,0.0,7,1811.0,0.0,TA,0,Y,Norm,547.0,PConc,TA,NA,TA,Inside,2,1,1073.0,2,Ex,0,0.0,2006,Y,0.0,1811.0,230000.0,1Story,Pave,6,Crawfor,Gd,0.0,9.55499334068759,7.501634457883413,7.501634457883413,12.345834587905333,50,2,0,1
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,14154.0,No,SBrkr,Typ,NA,Gtl,1,192.0,Attchd,2006,60,1Fam,TA,Unf,VinylSd,1695,528108160,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1063.0,New,2006,350.0,0,NA,NA,947.0,VinylSd,BrkFace,RL,0.0,8,1071.0,1101.0,TA,1,Y,Norm,0.0,PConc,Ex,NA,Gd,Corner,3,2,1063.0,3,Ex,0,0.0,2007,Y,0.0,2172.0,280000.0,2Story,Pave,9,NridgHt,Gd,62.0,9.55775254863573,6.976348070447749,7.683403681053826,12.542544882151386,1,1,1,1
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,6565.0,No,FuseA,Typ,NA,Gtl,0,0.0,Detchd,1980,20,1Fam,TA,Unf,MetalSd,2244,911128010,CompShg,6,0.0,0.0,TA,TA,967.0,Gable,AllPub,GLQ,106.0,WD,1957,0.0,1,NA,NA,720.0,MetalSd,None,C,0.0,8,1073.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,3,1,1073.0,2,Gd,0,0.0,2007,Y,0.0,1073.0,140000.0,1Story,Pave,6,IDOTRR,NA,444.0,8.789507786736896,6.9782137426306985,6.9782137426306985,11.84939770159144,50,27,0,0
Norm,TA,6,Lvl,GasA,216.0,Reg,1,Unf,7700.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1966,60,1Fam,TA,Unf,MetalSd,169,535477020,CompShg,5,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,756.0,WD,1966,351.0,0,NA,NA,442.0,MetalSd,BrkFace,RL,0.0,6,1051.0,788.0,TA,1,Y,PosN,0.0,CBlock,TA,NA,TA,Inside,4,1,756.0,2,TA,0,0.0,2010,Y,0.0,1839.0,155000.0,2Story,Pave,7,Names,TA,124.0,8.948975607841776,6.957497370876951,7.516977224604321,11.951180395901384,44,44,0,0
Norm,NA,3,Lvl,GasA,105.0,Reg,1,NA,4761.0,No,FuseP,Typ,NA,Gtl,0,0.0,NA,1950,50,1Fam,Fa,Unf,Wd Sdng,2670,902456015,CompShg,3,0.0,0.0,Fa,Fa,0.0,Gable,AllPub,Unf,1020.0,ConLD,1918,0.0,0,NA,NA,0.0,Wd Sdng,None,C,0.0,10,1020.0,0.0,NA,0,N,Norm,0.0,BrkTil,TA,NA,Fa,Corner,2,1,1020.0,0,Fa,0,0.0,2006,N,0.0,1020.0,64500.0,1.5Unf,Pave,5,IDOTRR,NA,0.0,8.46821300919452,6.927557906278317,6.927557906278317,11.074420502783864,88,56,0,0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,RFn,12361.0,No,SBrkr,Typ,NA,Gtl,1,450.0,2Types,1993,60,1Fam,Gd,Unf,VinylSd,247,906204230,CompShg,7,0.0,0.0,Gd,Gd,860.0,Gable,AllPub,GLQ,86.0,WD,1993,85.0,0,NA,NA,1017.0,VinylSd,BrkFace,RL,0.0,5,964.0,838.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,CulDSac,3,2,946.0,4,Ex,1,0.0,2010,Y,0.0,1802.0,218000.0,2Story,Pave,8,SawyerW,Gd,92.0,9.422301633887823,6.871091294610546,7.496652438168283,12.292250341771226,17,17,0,0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,9720.0,Av,SBrkr,Typ,NA,Gtl,1,0.0,Detchd,1977,80,1Fam,TA,Unf,Plywood,2137,907200250,CompShg,7,0.0,0.0,TA,TA,755.0,Gable,AllPub,ALQ,240.0,WD,1977,51.0,0,NA,MnPrv,576.0,VinylSd,BrkFace,RL,0.0,6,1009.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,Ex,Inside,3,2,995.0,2,TA,0,0.0,2007,Y,0.0,1009.0,160000.0,SLvl,Pave,6,CollgCr,Fa,0.0,9.181940897454485,6.9167150203536085,6.9167150203536085,11.982929094215963,30,30,0,0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,8640.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2007,20,1Fam,TA,Unf,VinylSd,1794,528456190,CompShg,5,0.0,0.0,Gd,Gd,24.0,Gable,AllPub,GLQ,1314.0,New,2007,0.0,0,NA,NA,598.0,VinylSd,None,FV,0.0,11,1338.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1338.0,2,Ex,0,0.0,2007,Y,0.0,1338.0,208900.0,1Story,Pave,6,Somerst,NA,141.0,9.064157861798101,7.198931240688173,7.198931240688173,12.249610947544657,0,0,1,1
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Unf,3180.0,No,SBrkr,Typ,Pave,Gtl,0,0.0,Detchd,2007,160,TwnhsE,TA,Unf,VinylSd,1164,533212140,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,689.0,WD,2007,0.0,0,NA,NA,540.0,VinylSd,None,FV,0.0,3,703.0,689.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,689.0,2,Ex,0,0.0,2008,Y,0.0,1392.0,146000.0,2Story,Pave,5,Somerst,NA,102.0,8.064636475774222,6.555356891810665,7.238496840894365,11.891361900690473,1,1,1,1
Norm,TA,8,Lvl,GasA,0.0,IR2,1,Fin,14963.0,No,SBrkr,Typ,NA,Gtl,2,120.0,Attchd,1996,120,TwnhsE,TA,Unf,BrkFace,1179,533250050,CompShg,5,0.0,224.0,Gd,Ex,786.0,Gable,AllPub,GLQ,474.0,WD,1996,0.0,1,NA,NA,500.0,BrkFace,None,RL,0.0,12,1288.0,0.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,1,1,1260.0,2,Ex,0,0.0,2008,Y,0.0,1288.0,245500.0,1Story,Pave,4,Veenker,Gd,30.0,9.61333576618342,7.160845906664299,7.160845906664299,12.411052226216713,12,12,0,0
Norm,TA,6,Bnk,GasA,101.0,Reg,1,Unf,5000.0,No,SBrkr,Typ,NA,Mod,0,0.0,Detchd,1950,45,1Fam,TA,Unf,MetalSd,1340,903228090,CompShg,7,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,992.0,WD,1926,0.0,0,NA,NA,160.0,MetalSd,None,RM,0.0,4,1013.0,0.0,Fa,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,3,1,992.0,1,Ex,0,0.0,2008,Y,0.0,1013.0,113000.0,1.5Unf,Pave,6,BrkSide,NA,0.0,8.517193191416238,6.920671504248683,6.920671504248683,11.635143097694478,82,58,0,0
Norm,TA,8,Lvl,GasA,0.0,IR1,1,Fin,16870.0,Gd,SBrkr,Typ,NA,Gtl,2,99.0,Attchd,2005,20,1Fam,TA,Unf,VinylSd,436,528116010,CompShg,5,0.0,0.0,Gd,Gd,1531.0,Hip,AllPub,GLQ,251.0,WD,2004,238.0,1,NA,NA,932.0,VinylSd,BrkFace,RL,0.0,4,1782.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,FR3,3,2,1782.0,3,Ex,0,0.0,2009,Y,0.0,1782.0,296000.0,1Story,Pave,7,NridgHt,Gd,82.0,9.733292175540013,7.485491608030754,7.485491608030754,12.598114733306197,5,4,1,1
Norm,TA,9,HLS,GasA,0.0,IR1,1,Fin,14157.0,Gd,SBrkr,Typ,NA,Gtl,1,178.0,Attchd,2006,20,1Fam,TA,Unf,VinylSd,1636,527210060,CompShg,5,0.0,0.0,Gd,Gd,1249.0,Hip,AllPub,GLQ,673.0,WD,2005,200.0,1,NA,NA,676.0,VinylSd,Stone,RL,0.0,7,1922.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Corner,3,2,1922.0,3,Ex,0,0.0,2007,Y,0.0,1922.0,377426.0,1Story,Pave,8,StoneBr,Gd,51.0,9.557964480394498,7.561121589530238,7.561121589530238,12.841129801965447,2,1,1,1
Norm,TA,10,Lvl,GasA,0.0,Reg,1,Fin,12456.0,Gd,SBrkr,Typ,NA,Gtl,1,216.0,Attchd,2007,20,1Fam,TA,Unf,CemntBd,421,528102040,CompShg,5,0.0,0.0,Ex,Ex,1172.0,Hip,AllPub,GLQ,528.0,WD,2006,230.0,1,NA,NA,786.0,CmentBd,Stone,RL,0.0,7,1718.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,FR2,3,2,1700.0,3,Ex,0,0.0,2009,Y,0.0,1718.0,337500.0,1Story,Pave,7,NridgHt,Gd,48.0,9.429957713513835,7.4489161025442,7.4489161025442,12.729320789294722,3,2,1,1
