Yr Sold,Garage Cond,SalePrice,2nd Flr SF,Exter Qual,Condition 2,Pool QC,Paved Drive,Half Bath,Exter Cond,Functional,Full Bath,MS SubClass,Electrical,Mas Vnr Type,Land Contour,Kitchen Qual,1st Flr SF,Garage Qual,Mo Sold,MS Zoning,Heating,BsmtFin Type 1,BsmtFin SF 2,Roof Matl,Total Bsmt SF,Low Qual Fin SF,Sale Type,Wood Deck SF,TotRms AbvGrd,Screen Porch,Garage Type,Neighborhood,Land Slope,BsmtFin Type 2,Heating QC,Condition 1,Bldg Type,PID,Fireplaces,Pool Area,Fence,Mas Vnr Area,Lot Config,Enclosed Porch,Central Air,Gr Liv Area,Street,Alley,Garage Cars,House Style,Misc Val,Bsmt Half Bath,Fireplace Qu,Garage Finish,Overall Qual,Id,Lot Area,Utilities,Year Remod/Add,Garage Area,Foundation,Year Built,Open Porch SF,Misc Feature,BsmtFin SF 1,3Ssn Porch,Exterior 1st,Roof Style,Bsmt Cond,Exterior 2nd,Bsmt Qual,Overall Cond,Kitchen AbvGr,Bsmt Unf SF,Lot Shape,Bsmt Full Bath,Bedroom AbvGr,Bsmt Exposure,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice
2010,3.0,320000.0,563.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,4,1687.0,3,6,RL,GasA,6,0.0,CompShg,1671.0,0.0,WD,238.0,7,0.0,Attchd,NridgHt,1,1,5,Norm,1Fam,528176070,1,0.0,NA,232.0,Corner,0.0,Y,2250.0,Pave,NA,3,2Story,0.0,0,5,Fin,8,48,13650.0,4,2002,756.0,PConc,2002,130.0,NA,578.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1093.0,1,1,3,4,9.521494800613105,7.430707082545968,7.718685495198466,12.676076274775909
2009,3.0,190000.0,695.0,3,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,3,819.0,3,6,RL,GasA,6,0.0,CompShg,794.0,0.0,WD,0.0,7,0.0,Attchd,Gilbert,1,1,5,Norm,1Fam,528290180,1,0.0,NA,0.0,Inside,0.0,Y,1514.0,Pave,NA,2,2Story,0.0,0,3,Fin,6,489,8433.0,4,2000,394.0,PConc,2000,72.0,NA,683.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,111.0,2,1,3,1,9.039907859574642,6.70808408385307,7.322510433997394,12.154779351142624
2006,-1.0,91500.0,546.0,3,Norm,0,N,1,3,8,1,160,SBrkr,BrkFace,Lvl,3,672.0,0,4,RM,GasA,1,0.0,CompShg,672.0,0.0,WD,201.0,7,0.0,NA,BrDale,1,1,3,Norm,TwnhsI,527451200,0,0.0,NA,236.0,Inside,0.0,Y,1218.0,Pave,NA,0,2Story,0.0,0,0,NA,6,2369,1680.0,4,1971,0.0,CBlock,1971,0.0,NA,0.0,0.0,CemntBd,Gable,3,CmentBd,3,5,1,672.0,1,0,3,1,7.426549072397305,6.51025834052315,7.1049654482698426,11.424094251263613
2009,3.0,93000.0,576.0,3,Norm,0,Y,0,3,8,2,190,FuseA,None,Lvl,4,811.0,3,11,RM,GasA,1,0.0,CompShg,811.0,0.0,WD,0.0,7,0.0,BuiltIn,OldTown,1,1,3,Norm,2FmCon,902202150,0,0.0,NA,0.0,Inside,0.0,Y,1387.0,Pave,NA,1,1.5Fin,0.0,0,0,Unf,5,707,6000.0,4,1954,256.0,CBlock,1954,0.0,NA,0.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,4,2,811.0,1,0,3,1,8.699514748210191,6.698268054115413,7.234898420314831,11.440354772135393
2008,2.0,40000.0,668.0,3,Norm,0,N,0,2,8,1,70,SBrkr,None,Lvl,3,649.0,3,7,C,GasA,1,0.0,CompShg,649.0,0.0,WD,0.0,6,0.0,Detchd,IDOTRR,1,1,3,Feedr,1Fam,911102170,0,0.0,MnPrv,0.0,Inside,172.0,N,1317.0,Pave,Pave,1,2Story,0.0,0,0,Unf,4,1556,8500.0,4,1950,250.0,BrkTil,1920,54.0,NA,0.0,0.0,BrkFace,Gambrel,3,BrkFace,3,4,1,649.0,1,0,3,1,9.047821442478408,6.47543271670409,7.183111701743281,10.596634733096073
2007,-1.0,127000.0,582.0,3,Norm,0,Y,1,3,8,1,70,SBrkr,None,Lvl,4,773.0,0,3,RM,GasA,1,0.0,CompShg,684.0,0.0,WD,136.0,7,0.0,NA,IDOTRR,1,1,3,Norm,1Fam,903454010,0,0.0,NA,0.0,Inside,115.0,Y,1355.0,Pave,NA,0,2Story,0.0,0,0,NA,6,2034,6882.0,4,2006,0.0,PConc,1914,0.0,NA,0.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,7,1,684.0,1,0,3,1,8.836664586357426,6.650279048587422,7.2115567333138015,11.751942365440728
2010,3.0,50138.0,0.0,2,Norm,0,N,0,2,8,1,30,SBrkr,None,Lvl,3,952.0,3,6,C,GasA,1,0.0,CompShg,756.0,0.0,WD,0.0,5,0.0,Detchd,IDOTRR,1,1,4,Norm,1Fam,911204100,0,0.0,NA,0.0,Corner,265.0,Y,952.0,Grvl,NA,1,1Story,0.0,0,0,RFn,4,308,8712.0,4,1950,330.0,CBlock,1896,0.0,NA,0.0,0.0,Wd Sdng,Hip,3,Wd Sdng,3,7,1,756.0,1,0,3,1,9.072456664612796,6.858565034791365,6.858565034791365,10.822534482604
2007,4.0,148000.0,0.0,3,Norm,0,Y,1,4,8,1,20,SBrkr,BrkFace,Lvl,3,1113.0,3,5,RL,GasA,4,0.0,CompShg,1143.0,0.0,WD,370.0,6,0.0,Attchd,Edwards,1,1,3,Norm,1Fam,908152070,1,0.0,GdPrv,174.0,Corner,0.0,Y,1113.0,Pave,NA,1,1Story,0.0,0,2,RFn,6,2176,7917.0,4,1976,504.0,CBlock,1976,30.0,NA,751.0,0.0,HdBoard,Hip,4,HdBoard,3,7,1,392.0,2,1,3,1,8.976767625171433,7.014814351275545,7.014814351275545,11.904967552746252
2008,5.0,120500.0,0.0,3,Norm,0,Y,0,3,8,1,30,SBrkr,None,Lvl,3,778.0,5,2,RM,GasA,5,125.0,CompShg,740.0,0.0,WD,0.0,4,0.0,Detchd,IDOTRR,1,3,5,Norm,1Fam,910203020,1,0.0,NA,0.0,Inside,0.0,Y,778.0,Pave,NA,1,1Story,0.0,0,4,Fin,5,1549,6900.0,4,1955,924.0,CBlock,1940,25.0,NA,403.0,0.0,VinylSd,Gable,3,VinylSd,3,6,1,212.0,1,0,2,1,8.83927669058535,6.656726524178391,6.656726524178391,11.699405031912846
2009,3.0,139500.0,545.0,3,Norm,0,Y,0,3,8,2,50,SBrkr,None,Lvl,3,944.0,3,7,RL,GasA,1,0.0,CompShg,778.0,0.0,WD,335.0,7,0.0,Detchd,SWISU,1,1,3,Norm,1Fam,909178160,1,0.0,GdWo,0.0,Inside,0.0,Y,1489.0,Pave,NA,1,1.5Fin,0.0,0,4,Unf,6,909,9900.0,4,1950,240.0,BrkTil,1940,0.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,3,7,1,778.0,1,0,3,1,9.20029003612268,6.8501261661455,7.305860032684009,11.845819880243557
2009,3.0,320000.0,0.0,5,Norm,0,Y,0,3,8,2,20,SBrkr,Stone,Lvl,5,1698.0,3,2,RL,GasA,6,0.0,CompShg,1698.0,0.0,WD,327.0,8,0.0,Attchd,Edwards,1,1,5,Norm,1Fam,908154040,1,0.0,NA,340.0,Inside,0.0,Y,1698.0,Pave,NA,3,1Story,0.0,0,4,Fin,9,892,13286.0,4,2008,768.0,PConc,2007,64.0,NA,1234.0,0.0,CemntBd,Hip,3,CmentBd,5,5,1,464.0,2,1,3,1,9.494466128225186,7.437206366871292,7.437206366871292,12.676076274775909
2007,3.0,219000.0,1005.0,3,Norm,0,Y,1,4,8,1,70,SBrkr,None,Bnk,3,1262.0,3,4,RL,GasA,5,0.0,CompShg,1005.0,0.0,WD,521.0,7,0.0,Attchd,Sawyer,1,1,3,Feedr,1Fam,904100100,2,0.0,NA,0.0,Inside,0.0,Y,2267.0,Pave,NA,2,2Story,0.0,0,4,Fin,7,2045,12888.0,4,1980,498.0,CBlock,1937,0.0,NA,288.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,8,1,717.0,1,1,3,1,9.464051924856811,7.140453043101158,7.726212650507529,12.296827008798639
2006,3.0,131000.0,0.0,3,Norm,0,Y,0,3,8,1,20,SBrkr,None,Low,3,902.0,3,6,RL,GasA,4,324.0,CompShg,864.0,0.0,WD,164.0,5,0.0,Attchd,Mitchel,2,5,3,Norm,1Fam,923276100,0,0.0,MnPrv,0.0,Inside,0.0,Y,902.0,Pave,NA,2,1Story,0.0,0,0,Unf,5,2927,8885.0,4,1983,484.0,CBlock,1983,0.0,NA,301.0,0.0,HdBoard,Gable,3,HdBoard,4,5,1,239.0,2,1,2,3,9.092119740588751,6.804614520062624,6.804614520062624,11.782952602183288
2007,3.0,171925.0,757.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,738.0,3,3,RL,GasA,1,0.0,CompShg,738.0,0.0,New,100.0,7,0.0,Attchd,Gilbert,1,1,5,Norm,1Fam,528221030,1,0.0,NA,0.0,Inside,0.0,Y,1495.0,Pave,NA,2,2Story,0.0,0,4,RFn,6,1732,8857.0,4,2006,440.0,PConc,2006,30.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,738.0,2,0,3,1,9.088963385809583,6.6039438246004725,7.3098814858247865,12.054813614188037
2008,3.0,177900.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,None,Lvl,4,1384.0,3,11,RL,GasA,6,0.0,CompShg,1348.0,0.0,WD,0.0,7,0.0,Attchd,Gilbert,1,1,4,Norm,1Fam,527107090,0,0.0,NA,0.0,Inside,0.0,Y,1384.0,Pave,NA,2,1Story,0.0,0,0,Unf,5,998,14137.0,4,1997,404.0,PConc,1996,39.0,NA,450.0,0.0,HdBoard,Gable,3,HdBoard,4,5,1,898.0,2,1,3,1,9.556550752867032,7.232733136177615,7.232733136177615,12.088976873653927
2007,3.0,141500.0,585.0,3,Norm,0,Y,0,3,8,1,70,SBrkr,None,Lvl,3,851.0,3,4,RL,GasA,1,0.0,CompShg,585.0,0.0,CWD,184.0,7,0.0,Detchd,Crawfor,1,1,3,Norm,1Fam,909252170,1,0.0,NA,0.0,Inside,0.0,N,1436.0,Pave,NA,1,2Story,0.0,0,4,Unf,6,2203,6720.0,4,1950,228.0,BrkTil,1921,0.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,3,7,1,585.0,1,0,3,1,8.812843433517195,6.7464121285733745,7.269616749608169,11.86005499606543
2009,3.0,191000.0,684.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,3,952.0,3,10,RL,GasA,6,0.0,CompShg,952.0,0.0,WD,0.0,7,0.0,Attchd,Gilbert,1,1,4,Norm,1Fam,527162120,1,0.0,NA,0.0,Inside,0.0,Y,1636.0,Pave,NA,2,2Story,0.0,0,3,Fin,6,356,7500.0,4,1999,440.0,PConc,1998,84.0,NA,476.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,476.0,1,1,3,1,8.922658299524402,6.858565034791365,7.400009517162692,12.160028707028767
2006,3.0,158000.0,0.0,3,Norm,0,Y,1,3,8,1,20,SBrkr,None,Lvl,4,1158.0,3,5,RL,GasA,5,0.0,CompShg,1158.0,0.0,New,0.0,5,0.0,Detchd,SawyerW,1,1,5,RRAe,1Fam,531375100,0,0.0,NA,0.0,Inside,0.0,Y,1158.0,Pave,NA,2,1Story,0.0,0,0,Unf,6,2475,13072.0,4,2004,576.0,PConc,2004,50.0,NA,941.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,217.0,1,1,3,1,9.478227817099784,7.05444965813294,7.05444965813294,11.970350312009105
2007,3.0,248900.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,Stone,HLS,4,1646.0,3,11,RL,GasA,1,0.0,CompShg,1638.0,0.0,New,192.0,6,0.0,Attchd,Timber,1,1,5,Norm,1Fam,916386170,1,0.0,NA,274.0,Inside,0.0,Y,1646.0,Pave,NA,3,1Story,0.0,0,4,RFn,8,2264,10656.0,4,2007,870.0,PConc,2006,80.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1638.0,2,0,3,3,9.273878392780171,7.406103381237015,7.406103381237015,12.424806488355683
2007,3.0,175000.0,787.0,3,Norm,0,Y,1,3,8,1,50,SBrkr,BrkFace,Lvl,4,981.0,3,6,RL,GasA,5,0.0,CompShg,731.0,0.0,WD,0.0,7,0.0,Detchd,SWISU,1,1,5,Feedr,1Fam,909252010,2,0.0,MnPrv,252.0,Corner,264.0,Y,1768.0,Pave,NA,1,1.5Fin,0.0,0,3,Unf,5,2201,7200.0,4,1950,240.0,BrkTil,1937,0.0,NA,569.0,0.0,Wd Sdng,Gable,3,Wd Sdng,4,7,1,162.0,1,1,3,1,8.881836305004146,6.8885724595653635,7.477604243197589,12.072541252905651
2006,3.0,185900.0,0.0,3,Norm,0,Y,0,4,7,2,190,SBrkr,None,Lvl,4,1565.0,3,6,RL,GasA,5,252.0,CompShg,1187.0,0.0,WD,200.0,7,0.0,Attchd,Names,1,4,5,RRAn,2FmCon,534400120,2,0.0,MnPrv,0.0,Inside,211.0,Y,1565.0,Pave,NA,1,1Story,460.0,0,3,RFn,6,2545,8800.0,4,2000,299.0,PConc,1965,25.0,Shed,901.0,0.0,BrkFace,Hip,3,VinylSd,3,7,1,34.0,1,1,3,2,9.082507000466299,7.355641102974253,7.355641102974253,12.132964173709535
2006,3.0,163000.0,888.0,3,Norm,0,N,1,3,8,1,75,SBrkr,None,Lvl,3,880.0,3,10,RM,GasW,3,0.0,CompShg,880.0,0.0,WD,0.0,6,0.0,Detchd,OldTown,1,1,2,Norm,1Fam,902325050,2,0.0,NA,0.0,Inside,0.0,N,1768.0,Pave,NA,2,2.5Unf,0.0,0,3,Unf,7,2660,10800.0,4,1970,320.0,BrkTil,1914,341.0,NA,390.0,0.0,Wd Sdng,Gable,3,Wd Sdng,4,7,1,490.0,1,0,2,2,9.287301413112312,6.779921907472252,7.477604243197589,12.0015054797889
2006,-1.0,115000.0,336.0,2,Norm,0,Y,0,2,6,2,190,SBrkr,None,Lvl,3,1060.0,0,10,C,GasA,1,0.0,CompShg,660.0,0.0,WD,0.0,8,0.0,NA,IDOTRR,1,1,3,Norm,2FmCon,911175440,0,0.0,NA,0.0,Inside,0.0,N,1396.0,Pave,NA,0,1.5Fin,0.0,0,0,NA,5,2882,9000.0,4,1951,0.0,CBlock,1951,0.0,NA,0.0,0.0,WdShing,Gable,3,Wd Shng,3,6,2,660.0,1,0,4,2,9.104979856318357,6.966024187106113,7.241366283322318,11.652687407345388
2008,3.0,157500.0,0.0,3,Norm,0,Y,0,3,8,1,80,SBrkr,BrkFace,Lvl,3,1096.0,3,12,RL,GasA,5,0.0,CompShg,1008.0,0.0,WD,168.0,6,0.0,Attchd,Sawyer,1,1,3,Norm,1Fam,905103030,1,0.0,NA,39.0,Inside,0.0,Y,1096.0,Pave,NA,2,SLvl,0.0,0,2,Unf,6,1379,13014.0,4,1978,484.0,CBlock,1978,0.0,NA,528.0,0.0,HdBoard,Gable,3,Plywood,3,5,1,480.0,1,1,3,3,9.47378098005493,6.999422467507961,6.999422467507961,11.967180737247824
2009,3.0,245000.0,1089.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,4,1223.0,3,5,RL,GasA,5,0.0,CompShg,1177.0,0.0,WD,298.0,8,0.0,BuiltIn,Gilbert,1,1,5,RRNn,1Fam,528292030,1,0.0,NA,210.0,CulDSac,0.0,Y,2312.0,Pave,NA,3,2Story,0.0,0,3,Fin,7,491,15896.0,4,1999,658.0,PConc,1999,0.0,NA,913.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,264.0,3,1,4,1,9.673822784231653,7.109062135687172,7.7458682297922685,12.409013489526863
2008,3.0,180000.0,0.0,4,Norm,0,Y,0,3,8,2,120,SBrkr,None,HLS,4,1337.0,3,10,RL,GasA,6,0.0,CompShg,1337.0,0.0,WD,96.0,5,0.0,Attchd,StoneBr,1,1,4,Norm,TwnhsE,527140090,1,0.0,NA,0.0,Inside,70.0,Y,1337.0,Pave,NA,2,1Story,0.0,0,3,RFn,8,1002,5395.0,4,1993,462.0,PConc,1993,0.0,NA,733.0,168.0,HdBoard,Gable,3,HdBoard,4,5,1,604.0,2,1,2,1,8.593227877692234,7.198183577101943,7.198183577101943,12.100712129872347
2007,3.0,148800.0,551.0,4,Norm,0,Y,1,3,8,2,160,SBrkr,None,Lvl,4,551.0,3,3,FV,GasA,6,0.0,CompShg,551.0,0.0,WD,0.0,4,0.0,Detchd,Somerst,1,1,5,Norm,TwnhsE,533223050,0,0.0,NA,0.0,FR2,0.0,Y,1102.0,Pave,NA,2,2Story,0.0,0,0,Unf,7,1848,5105.0,4,2004,480.0,PConc,2004,60.0,NA,239.0,0.0,MetalSd,Gable,3,MetalSd,4,5,1,312.0,3,0,2,1,8.537975730598767,6.311734809152915,7.004881989712859,11.910358401381128
2009,3.0,60000.0,0.0,3,Norm,0,N,0,3,8,1,30,FuseF,None,Bnk,2,438.0,3,1,RL,GasA,3,0.0,CompShg,290.0,0.0,WD,0.0,3,0.0,Detchd,SWISU,1,1,3,Norm,1Fam,909175080,0,0.0,NA,0.0,Inside,0.0,N,438.0,Pave,NA,1,1Story,0.0,0,0,Unf,2,908,8400.0,4,1950,246.0,CBlock,1920,0.0,NA,290.0,0.0,Wd Sdng,Gable,2,Wd Sdng,3,5,1,0.0,1,0,1,1,9.035986984831405,6.082218910376446,6.082218910376446,11.002099841204238
2008,3.0,165000.0,0.0,3,Norm,0,Y,0,3,8,1,85,SBrkr,BrkFace,Lvl,3,1033.0,2,4,RL,GasA,5,0.0,CompShg,456.0,0.0,WD,224.0,6,0.0,BuiltIn,Edwards,1,1,5,Norm,1Fam,908103260,0,0.0,NA,222.0,Inside,0.0,Y,1033.0,Pave,NA,2,SFoyer,0.0,1,0,RFn,5,1490,12102.0,4,1976,504.0,CBlock,1976,0.0,NA,456.0,0.0,HdBoard,Gable,4,Plywood,4,5,1,0.0,1,0,3,4,9.401126007182267,6.940222469119639,6.940222469119639,12.013700752882718
2008,3.0,240000.0,1198.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,1129.0,3,8,RL,GasA,1,0.0,CompShg,1129.0,0.0,WD,0.0,9,0.0,BuiltIn,CollgCr,1,1,5,Norm,1Fam,907262060,1,0.0,NA,0.0,CulDSac,0.0,Y,2327.0,Pave,NA,2,2Story,0.0,0,4,RFn,7,1465,10905.0,4,2003,596.0,PConc,2003,57.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1129.0,3,0,4,1,9.29697667863573,7.029087564149662,7.752335163302292,12.388394202324129
2007,3.0,160000.0,0.0,3,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,4,1187.0,3,8,RL,GasA,1,0.0,CompShg,1168.0,0.0,WD,0.0,6,0.0,Attchd,Gilbert,1,1,4,Norm,1Fam,527163080,0,0.0,NA,52.0,Corner,0.0,Y,1187.0,Pave,NA,2,1Story,0.0,0,0,RFn,7,1627,9556.0,4,1993,420.0,PConc,1992,21.0,NA,0.0,0.0,HdBoard,Gable,3,HdBoard,4,5,1,1168.0,2,0,3,1,9.1649245084457,7.079184394609668,7.079184394609668,11.982929094215963
2006,3.0,128000.0,524.0,3,Norm,0,Y,0,3,8,1,190,FuseF,None,Bnk,3,816.0,3,7,RH,GasA,4,0.0,CompShg,780.0,0.0,WD,0.0,6,0.0,Attchd,SWISU,1,1,3,Feedr,2FmCon,909201180,0,0.0,NA,0.0,Corner,0.0,N,1340.0,Pave,NA,1,1.5Fin,0.0,0,0,Unf,6,2849,6430.0,4,1950,440.0,CBlock,1945,0.0,NA,780.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,6,1,0.0,1,1,3,3,8.768729817231666,6.704414354964107,7.200424892944957,11.759785542901755
2008,-1.0,82000.0,0.0,3,Norm,0,N,0,3,8,2,90,FuseP,None,Lvl,2,1152.0,0,6,RL,GasA,0,0.0,CompShg,0.0,0.0,WD,0.0,6,0.0,NA,Edwards,1,0,3,Norm,Duplx,908201100,0,0.0,NA,0.0,Inside,0.0,N,1152.0,Pave,NA,0,1Story,0.0,0,0,NA,4,1501,6040.0,4,1955,0.0,PConc,1955,0.0,NA,0.0,0.0,AsbShng,Gable,0,Plywood,0,5,2,0.0,1,0,2,0,8.706159290928861,7.049254841255837,7.049254841255837,11.314474526246391
2009,3.0,256000.0,0.0,3,Norm,0,Y,0,4,8,2,20,SBrkr,BrkFace,Lvl,4,1567.0,3,7,RL,GasA,5,0.0,CompShg,1562.0,0.0,WD,0.0,5,342.0,Attchd,Names,1,1,4,Norm,1Fam,535125070,2,0.0,GdWo,210.0,Inside,0.0,Y,1567.0,Pave,NA,2,1Story,0.0,0,4,Unf,6,626,14695.0,4,2008,542.0,CBlock,1966,110.0,NA,1387.0,0.0,MetalSd,Gable,3,MetalSd,3,8,1,175.0,2,1,2,1,9.595262578853017,7.356918242356021,7.356918242356021,12.4529327234617
2009,3.0,143000.0,650.0,3,Norm,0,Y,0,4,8,1,70,SBrkr,None,Lvl,3,832.0,3,7,RM,GasA,5,0.0,CompShg,650.0,0.0,WD,0.0,7,0.0,Detchd,OldTown,1,1,5,Artery,1Fam,902401130,0,0.0,NA,0.0,Inside,0.0,Y,1482.0,Pave,NA,2,2Story,0.0,1,0,Unf,7,722,9000.0,4,1988,324.0,PConc,1920,0.0,NA,624.0,0.0,VinylSd,Hip,3,VinylSd,3,9,1,26.0,1,0,3,1,9.104979856318357,6.723832440821209,7.301147805856032,11.870599909242044
2007,3.0,231713.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,None,HLS,4,1689.0,3,4,RL,GasA,1,0.0,CompShg,1689.0,0.0,New,100.0,7,0.0,Attchd,Timber,1,1,5,Norm,1Fam,916384050,0,0.0,NA,0.0,Inside,0.0,Y,1689.0,Pave,NA,2,1Story,0.0,0,0,Fin,7,2260,8368.0,4,2007,433.0,PConc,2006,39.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1689.0,2,0,3,1,9.032170186304704,7.4318919168078,7.4318919168078,12.353254815881487
2007,3.0,155000.0,0.0,3,Norm,0,N,1,3,5,1,190,SBrkr,None,Lvl,3,1424.0,3,11,RL,GasW,5,0.0,CompShg,1100.0,0.0,WD,144.0,7,0.0,2Types,Gilbert,1,1,3,Norm,2FmCon,527226040,0,0.0,NA,0.0,FR2,0.0,Y,1424.0,Pave,NA,3,1Story,0.0,0,0,Unf,5,1639,41600.0,4,1990,828.0,CBlock,1969,0.0,NA,1047.0,0.0,HdBoard,Gable,3,HdBoard,4,5,1,53.0,2,1,3,4,10.635855446249355,7.261225091971921,7.261225091971921,11.951180395901384
2008,3.0,128500.0,0.0,3,Norm,0,Y,0,4,8,1,20,SBrkr,None,Lvl,3,816.0,3,4,RL,GasA,6,0.0,CompShg,816.0,0.0,WD,315.0,4,0.0,Attchd,Mitchel,1,1,5,Norm,1Fam,923252100,0,0.0,GdWo,0.0,Inside,0.0,Y,816.0,Pave,NA,1,1Story,0.0,1,0,Unf,5,1603,6490.0,4,1983,264.0,CBlock,1983,0.0,NA,534.0,0.0,VinylSd,Gable,3,VinylSd,3,7,1,282.0,1,0,2,1,8.778017809698136,6.704414354964107,6.704414354964107,11.763684183317412
2008,3.0,168000.0,0.0,3,Norm,0,Y,0,3,8,2,30,SBrkr,BrkFace,Lvl,3,1424.0,3,4,RL,GasA,1,0.0,CompShg,1228.0,0.0,WD,0.0,7,0.0,Attchd,SWISU,1,1,5,Norm,1Fam,909177120,1,0.0,NA,174.0,Corner,90.0,Y,1424.0,Pave,NA,1,1Story,0.0,0,4,Unf,7,1520,7290.0,4,1950,312.0,BrkTil,1921,0.0,NA,0.0,0.0,WdShing,Gable,3,Wd Shng,3,8,1,1228.0,1,0,2,1,8.894258825002703,7.261225091971921,7.261225091971921,12.031719258385396
2007,3.0,184000.0,754.0,3,Norm,0,Y,1,3,8,1,60,SBrkr,BrkFace,Lvl,4,725.0,3,6,RL,GasA,5,0.0,CompShg,725.0,0.0,WD,0.0,7,0.0,Attchd,Names,1,1,4,Norm,1Fam,527402240,0,0.0,NA,138.0,CulDSac,0.0,Y,1479.0,Pave,NA,2,2Story,0.0,0,0,Fin,7,1665,7472.0,4,2004,484.0,CBlock,1972,32.0,NA,626.0,0.0,HdBoard,Gable,3,HdBoard,3,9,1,99.0,2,1,4,1,8.918917979908679,6.586171654854675,7.2991214627108,12.122691036591123
2006,-1.0,124000.0,0.0,3,Norm,0,Y,0,3,8,1,190,SBrkr,None,Lvl,3,1025.0,0,3,RL,GasA,5,0.0,CompShg,1025.0,0.0,WD,96.0,6,0.0,NA,Names,1,1,3,Artery,2FmCon,535478110,0,0.0,NA,0.0,Inside,0.0,Y,1025.0,Pave,NA,0,SFoyer,0.0,0,0,NA,5,2635,7000.0,4,1962,0.0,CBlock,1962,80.0,NA,953.0,0.0,MetalSd,Gable,3,MetalSd,3,5,1,72.0,1,1,3,3,8.85366542803745,6.932447891572509,6.932447891572509,11.728036844587175
2009,3.0,185000.0,0.0,3,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,3,1442.0,3,2,RL,GasA,1,0.0,CompShg,1442.0,0.0,WD,371.0,6,0.0,Attchd,NWAmes,1,1,3,PosA,1Fam,534127130,1,0.0,NA,571.0,Inside,0.0,Y,1442.0,Pave,NA,2,1Story,0.0,0,3,RFn,6,581,11717.0,4,1970,615.0,CBlock,1970,0.0,NA,0.0,0.0,HdBoard,Hip,3,HdBoard,3,6,1,1442.0,2,0,2,1,9.368796057668156,7.273786317844895,7.273786317844895,12.128111104060462
2006,3.0,230500.0,482.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,4,1454.0,3,11,RL,GasA,1,0.0,CompShg,1406.0,0.0,WD,188.0,7,0.0,Attchd,Gilbert,1,1,5,Norm,1Fam,528240080,1,0.0,NA,40.0,Corner,0.0,Y,1936.0,Pave,NA,2,2Story,0.0,0,3,RFn,8,2435,11194.0,4,2000,504.0,PConc,2000,124.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1406.0,2,0,3,1,9.323133199451306,7.282073658093465,7.568379267836522,12.348006141418841
2006,3.0,227000.0,869.0,3,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,4,1070.0,3,5,RL,GasA,5,0.0,CompShg,1054.0,0.0,WD,128.0,8,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,907285010,1,0.0,NA,227.0,Corner,0.0,Y,1939.0,Pave,NA,3,2Story,0.0,1,3,RFn,7,2799,11250.0,4,1998,555.0,PConc,1998,84.0,NA,796.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,258.0,2,0,3,2,9.328123407632566,6.975413927455952,7.569927655242652,12.332705296463539
2009,3.0,173500.0,738.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,738.0,3,2,RL,GasA,6,0.0,CompShg,738.0,0.0,WD,100.0,7,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,907414080,0,0.0,NA,0.0,FR2,0.0,Y,1476.0,Pave,NA,2,2Story,0.0,0,0,Fin,6,883,8633.0,4,2005,540.0,PConc,2005,35.0,NA,193.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,545.0,1,1,3,1,9.063347348235522,6.6039438246004725,7.297091005160418,12.063932878369052
