Condition 2,Garage Cond,Overall Qual,Land Contour,Heating,Enclosed Porch,Lot Shape,Kitchen AbvGr,Garage Finish,Lot Area,Bsmt Exposure,Electrical,Functional,Alley,Land Slope,Fireplaces,Wood Deck SF,Garage Type,Year Remod/Add,MS SubClass,Bldg Type,Exter Cond,BsmtFin Type 2,Exterior 1st,Id,PID,Roof Matl,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Roof Style,Utilities,BsmtFin Type 1,Bsmt Unf SF,Sale Type,Year Built,Mas Vnr Area,Bsmt Full Bath,Misc Feature,Fence,Garage Area,Exterior 2nd,Mas Vnr Type,MS Zoning,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,Central Air,Condition 1,BsmtFin SF 2,Foundation,Bsmt Qual,Pool QC,Bsmt Cond,Lot Config,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Paved Drive,Misc Val,Gr Liv Area,SalePrice,House Style,Street,TotRms AbvGrd,Neighborhood,Fireplace Qu,Open Porch SF
Norm,TA,6,Lvl,GasA,0.0,Reg,1,RFn,4426.0,Mn,SBrkr,Typ,NA,Gtl,0,140.0,Attchd,2004,120,TwnhsE,TA,Unf,VinylSd,1470,907290250,CompShg,5,0.0,0.0,Gd,Gd,662.0,Gable,AllPub,GLQ,186.0,WD,2004,205.0,1,NA,NA,420.0,VinylSd,BrkFace,RM,0.0,2,848.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,1,1,848.0,2,Ex,0,0.0,2008,Y,0.0,848.0,145000.0,1Story,Pave,3,CollgCr,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,2280.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1975,120,TwnhsI,TA,LwQ,Plywood,412,527453140,CompShg,5,0.0,0.0,TA,TA,435.0,Gable,AllPub,ALQ,0.0,WD,1975,0.0,0,NA,NA,440.0,Brk Cmn,None,RL,0.0,8,1055.0,0.0,TA,0,Y,Norm,622.0,CBlock,Gd,NA,TA,FR2,2,2,1057.0,2,TA,1,0.0,2009,Y,0.0,1055.0,123000.0,1Story,Pave,4,NPkVill,Fa,27.0
Norm,TA,6,HLS,GasA,0.0,Reg,1,Unf,2887.0,Mn,SBrkr,Typ,NA,Gtl,1,307.0,Attchd,1997,120,1Fam,TA,Unf,Wd Sdng,1399,905351089,CompShg,5,0.0,0.0,TA,Gd,1003.0,Gable,AllPub,GLQ,288.0,WD,1996,0.0,1,NA,NA,431.0,Wd Sdng,None,RL,0.0,11,1291.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,1,1291.0,2,Ex,0,0.0,2008,Y,0.0,1291.0,173000.0,1Story,Pave,6,ClearCr,Gd,0.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,8520.0,No,SBrkr,Typ,NA,Gtl,0,106.0,Detchd,2003,30,1Fam,Gd,Unf,VinylSd,183,902207140,CompShg,8,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,624.0,WD,1928,0.0,0,NA,NA,484.0,VinylSd,None,RM,0.0,5,720.0,0.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,2,1,624.0,2,Gd,0,0.0,2010,Y,0.0,720.0,105900.0,1Story,Pave,5,OldTown,NA,0.0
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,1596.0,Gd,SBrkr,Typ,NA,Gtl,0,120.0,BuiltIn,1973,180,TwnhsI,TA,Unf,CemntBd,974,923225360,CompShg,5,0.0,0.0,TA,TA,462.0,Gable,AllPub,GLQ,0.0,WD,1973,0.0,1,NA,GdWo,297.0,CmentBd,None,RM,0.0,11,526.0,462.0,TA,0,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,2,1,462.0,1,TA,0,0.0,2009,Y,0.0,988.0,91000.0,SLvl,Pave,5,MeadowV,NA,101.0
Norm,TA,5,Bnk,GasW,81.0,Reg,1,Unf,15600.0,No,SBrkr,Maj2,NA,Gtl,1,0.0,Attchd,2005,50,1Fam,TA,Rec,BrkComm,930,909426090,CompShg,7,0.0,0.0,TA,Fa,312.0,Gable,AllPub,BLQ,248.0,WD,1949,0.0,1,NA,NA,295.0,Brk Cmn,None,RL,0.0,10,986.0,537.0,TA,0,N,Norm,507.0,BrkTil,TA,NA,TA,Inside,3,2,1067.0,1,Fa,0,0.0,2009,Y,0.0,1523.0,158000.0,1.5Fin,Pave,7,Crawfor,TA,0.0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,9313.0,No,SBrkr,Typ,NA,Gtl,0,187.0,Attchd,2004,60,1Fam,TA,Unf,VinylSd,881,907412020,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,864.0,WD,2004,0.0,0,NA,NA,572.0,VinylSd,None,RL,0.0,4,864.0,864.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,864.0,2,Ex,0,0.0,2009,Y,0.0,1728.0,190000.0,2Story,Pave,7,CollgCr,NA,56.0
Norm,TA,8,Lvl,GasA,0.0,IR2,1,Fin,11064.0,Gd,SBrkr,Typ,NA,Gtl,1,172.0,Attchd,1995,120,TwnhsE,TA,GLQ,BrkFace,1180,533250110,CompShg,5,0.0,0.0,Gd,Gd,560.0,Hip,AllPub,LwQ,0.0,WD,1995,0.0,1,NA,NA,477.0,BrkFace,None,RL,0.0,8,1239.0,0.0,TA,1,Y,Norm,670.0,PConc,Gd,NA,TA,CulDSac,1,1,1230.0,2,Ex,0,0.0,2008,Y,0.0,1239.0,217500.0,1Story,Pave,4,Veenker,Fa,24.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Fin,9000.0,No,FuseA,Typ,NA,Gtl,0,0.0,Attchd,1958,50,1Fam,TA,Unf,WdShing,1553,910226040,CompShg,5,0.0,0.0,TA,TA,330.0,Gable,AllPub,ALQ,821.0,WD,1958,162.0,0,NA,NA,356.0,Wd Shng,BrkFace,RM,0.0,1,1151.0,804.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,4,2,1151.0,1,Gd,0,0.0,2008,Y,0.0,1955.0,165500.0,1.5Fin,Pave,7,IDOTRR,NA,0.0
Norm,TA,7,Bnk,GasA,0.0,Reg,1,Unf,12000.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1950,70,1Fam,TA,Unf,MetalSd,928,909425060,CompShg,7,0.0,0.0,TA,Fa,275.0,Gable,AllPub,Rec,429.0,WD,1941,0.0,0,NA,NA,234.0,MetalSd,None,RL,0.0,7,860.0,704.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,704.0,1,Ex,0,0.0,2009,Y,0.0,1564.0,174500.0,2Story,Pave,7,Crawfor,Gd,0.0
Norm,TA,4,Bnk,GasA,0.0,Reg,1,Unf,7692.0,Av,FuseA,Typ,NA,Mod,0,0.0,Basment,1954,80,1Fam,TA,Unf,Wd Sdng,1512,908276140,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,416.0,WD,1954,0.0,0,NA,NA,312.0,Wd Sdng,None,RL,0.0,11,1204.0,0.0,TA,0,Y,Norm,0.0,CBlock,Ex,NA,TA,Inside,3,1,416.0,1,Gd,0,0.0,2008,Y,0.0,1204.0,100000.0,SLvl,Pave,6,Edwards,NA,0.0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,Unf,14267.0,No,SBrkr,Typ,NA,Gtl,0,393.0,Attchd,1958,20,1Fam,TA,Unf,Wd Sdng,3,526351010,CompShg,6,0.0,0.0,TA,Gd,923.0,Hip,AllPub,ALQ,406.0,WD,1958,108.0,0,Gar2,NA,312.0,Wd Sdng,BrkFace,RL,0.0,6,1329.0,0.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,3,1,1329.0,1,TA,0,0.0,2010,Y,12500.0,1329.0,172000.0,1Story,Pave,6,Names,NA,36.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,9675.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1975,20,1Fam,TA,Rec,HdBoard,2140,907202220,CompShg,6,0.0,0.0,TA,TA,330.0,Hip,AllPub,BLQ,102.0,Con,1975,0.0,0,NA,NA,440.0,HdBoard,None,RL,0.0,9,879.0,0.0,TA,0,Y,Norm,432.0,CBlock,TA,NA,TA,Corner,3,1,864.0,2,TA,0,0.0,2007,Y,0.0,879.0,120000.0,1Story,Pave,5,CollgCr,NA,80.0
Norm,TA,4,Lvl,GasA,24.0,Reg,1,Unf,8400.0,No,SBrkr,Typ,NA,Gtl,0,250.0,CarPort,1950,20,1Fam,Fa,Unf,Wd Sdng,553,531477020,CompShg,4,0.0,0.0,Fa,TA,0.0,Gable,AllPub,Unf,721.0,WD,1950,0.0,0,NA,NA,294.0,AsbShng,None,RH,0.0,9,841.0,0.0,TA,0,Y,Feedr,0.0,CBlock,TA,NA,Fa,Inside,2,1,721.0,1,Gd,0,0.0,2009,N,0.0,841.0,82000.0,1Story,Pave,4,SawyerW,NA,0.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,7500.0,No,FuseA,Typ,NA,Gtl,0,0.0,Detchd,1950,50,1Fam,TA,Unf,VinylSd,2594,535354130,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,784.0,WD,1947,0.0,0,NA,NA,649.0,VinylSd,None,RL,0.0,10,900.0,412.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,784.0,2,Ex,0,0.0,2006,Y,0.0,1312.0,127000.0,1.5Fin,Pave,6,Names,NA,28.0
Norm,Fa,6,Lvl,OthW,259.0,Reg,1,Unf,9600.0,No,SBrkr,Typ,Grvl,Gtl,1,0.0,Detchd,1950,75,1Fam,TA,Unf,AsbShng,1314,902305080,CompShg,5,0.0,0.0,TA,TA,319.0,Gable,AllPub,Rec,416.0,WD,1917,0.0,0,NA,NA,396.0,AsbShng,None,RM,0.0,4,1134.0,924.0,Fa,1,N,Norm,0.0,BrkTil,Gd,NA,TA,Inside,3,1,735.0,2,Fa,0,0.0,2008,P,0.0,2058.0,129500.0,2.5Unf,Pave,8,OldTown,Gd,0.0
Norm,TA,8,Lvl,GasA,0.0,IR1,1,RFn,5814.0,Av,SBrkr,Typ,NA,Gtl,1,63.0,Attchd,1984,120,TwnhsE,TA,Unf,HdBoard,366,527182110,CompShg,5,0.0,0.0,Gd,Gd,1036.0,Gable,AllPub,GLQ,184.0,COD,1984,0.0,1,NA,NA,565.0,HdBoard,None,RL,0.0,8,1360.0,0.0,TA,0,Y,Norm,0.0,CBlock,Gd,NA,TA,CulDSac,1,1,1220.0,2,Gd,0,0.0,2009,Y,0.0,1360.0,187500.0,1Story,Pave,4,StoneBr,Ex,0.0
Norm,TA,8,Lvl,GasA,0.0,IR2,1,RFn,14860.0,Gd,SBrkr,Typ,NA,Gtl,1,182.0,Attchd,2003,20,1Fam,TA,Unf,VinylSd,1462,907255060,CompShg,5,0.0,0.0,Gd,Gd,1538.0,Hip,AllPub,GLQ,240.0,WD,2002,240.0,1,NA,NA,715.0,VinylSd,BrkFace,RL,0.0,6,1786.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,CulDSac,3,2,1778.0,3,Ex,0,0.0,2008,Y,0.0,1786.0,300000.0,1Story,Pave,6,CollgCr,Gd,35.0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,RFn,14803.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1971,60,1Fam,TA,Unf,HdBoard,2541,534250300,CompShg,5,0.0,0.0,TA,TA,416.0,Gable,AllPub,Rec,409.0,WD,1971,252.0,0,NA,GdWo,495.0,HdBoard,BrkFace,RL,0.0,6,1097.0,896.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,CulDSac,4,2,825.0,2,Gd,0,0.0,2006,Y,0.0,1993.0,190000.0,2Story,Pave,8,NWAmes,Gd,66.0
Norm,TA,4,Lvl,GasW,0.0,Reg,1,Unf,7550.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,50,1Fam,Fa,Unf,MetalSd,2088,905480090,CompShg,5,0.0,0.0,Fa,TA,0.0,Gambrel,AllPub,Unf,951.0,WD,1920,0.0,0,NA,MnPrv,280.0,MetalSd,None,RL,0.0,3,986.0,376.0,Fa,0,N,Norm,0.0,BrkTil,TA,NA,Fa,Inside,4,2,951.0,1,Fa,0,0.0,2007,P,0.0,1362.0,96000.0,1.5Fin,Pave,7,Edwards,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,8125.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2007,60,1Fam,TA,Unf,CemntBd,527,528480130,CompShg,5,0.0,0.0,Gd,Gd,812.0,Gable,AllPub,GLQ,280.0,WD,2006,100.0,1,NA,NA,438.0,CmentBd,Stone,FV,0.0,10,1112.0,438.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1092.0,2,Ex,0,0.0,2009,Y,0.0,1550.0,241000.0,2Story,Pave,7,Somerst,NA,168.0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,RFn,13673.0,No,SBrkr,Min2,NA,Gtl,1,0.0,Attchd,1962,20,1Fam,Gd,Unf,HdBoard,1824,532376090,CompShg,5,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,1140.0,WD,1962,0.0,0,NA,NA,349.0,HdBoard,None,RL,0.0,3,1696.0,0.0,TA,1,Y,RRAe,0.0,CBlock,TA,NA,TA,CulDSac,3,1,1140.0,1,TA,0,0.0,2007,Y,0.0,1696.0,143900.0,1Story,Pave,8,Sawyer,TA,30.0
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,1533.0,No,SBrkr,Typ,NA,Gtl,0,0.0,CarPort,1970,160,TwnhsI,TA,Unf,CemntBd,2918,923228180,CompShg,5,0.0,0.0,TA,TA,408.0,Gable,AllPub,Rec,138.0,WD,1970,0.0,0,NA,NA,286.0,CmentBd,None,RM,0.0,12,546.0,546.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,546.0,1,TA,0,0.0,2006,Y,0.0,1092.0,87550.0,2Story,Pave,5,MeadowV,NA,0.0
Norm,TA,9,Lvl,GasA,0.0,Reg,1,RFn,7658.0,No,SBrkr,Typ,NA,Gtl,1,196.0,Attchd,2005,120,TwnhsE,TA,Unf,MetalSd,49,528180070,CompShg,5,0.0,0.0,Ex,Ex,456.0,Hip,AllPub,GLQ,1296.0,WD,2005,412.0,1,NA,NA,576.0,MetalSd,BrkFace,RL,0.0,2,1752.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,2,2,1752.0,2,Ex,0,0.0,2010,Y,0.0,1752.0,319900.0,1Story,Pave,6,NridgHt,Gd,82.0
Norm,TA,9,HLS,GasA,0.0,IR1,1,Fin,12292.0,Gd,SBrkr,Typ,NA,Gtl,1,246.0,BuiltIn,2006,60,1Fam,TA,Unf,VinylSd,2332,527210050,CompShg,5,0.0,0.0,Gd,Gd,205.0,Hip,AllPub,GLQ,889.0,New,2006,184.0,0,NA,NA,675.0,VinylSd,BrkFace,RL,0.0,7,1102.0,1371.0,TA,1,Y,Norm,0.0,PConc,Ex,NA,Gd,CulDSac,4,2,1094.0,3,Ex,0,0.0,2006,Y,0.0,2473.0,356383.0,2Story,Pave,11,StoneBr,Gd,39.0
Norm,TA,9,Lvl,GasA,0.0,IR1,1,Fin,11923.0,No,SBrkr,Typ,NA,Gtl,0,288.0,Attchd,2007,20,1Fam,TA,Unf,VinylSd,826,906380100,CompShg,5,0.0,0.0,Gd,Ex,0.0,Gable,AllPub,Unf,1800.0,WD,2007,0.0,0,NA,NA,702.0,VinylSd,None,RL,0.0,5,1800.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Corner,2,2,1800.0,2,Ex,0,0.0,2009,Y,0.0,1800.0,239000.0,1Story,Pave,7,CollgCr,NA,136.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,10010.0,Av,SBrkr,Typ,NA,Gtl,1,385.0,Attchd,1994,60,1Fam,TA,GLQ,VinylSd,1108,528365080,WdShake,5,0.0,0.0,Gd,Gd,228.0,Hip,AllPub,BLQ,0.0,WD,1993,320.0,1,NA,NA,783.0,VinylSd,BrkFace,RL,0.0,7,1108.0,1089.0,TA,1,Y,Norm,852.0,PConc,Gd,NA,TA,Inside,4,2,1080.0,3,Ex,0,0.0,2008,Y,0.0,2197.0,287500.0,2Story,Pave,9,NoRidge,Gd,99.0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Unf,12358.0,No,SBrkr,Typ,NA,Gtl,0,237.0,Detchd,1950,50,1Fam,TA,Unf,MetalSd,2041,903475040,CompShg,6,528.0,0.0,TA,TA,360.0,Gable,AllPub,Rec,360.0,WD,1941,0.0,0,NA,NA,660.0,MetalSd,None,RM,0.0,5,854.0,0.0,TA,1,Y,Feedr,0.0,CBlock,TA,NA,TA,Inside,2,1,720.0,2,TA,0,0.0,2007,Y,0.0,1382.0,128500.0,1.5Fin,Pave,7,OldTown,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,Fin,8577.0,No,SBrkr,Typ,NA,Gtl,1,144.0,BuiltIn,2004,60,1Fam,TA,Unf,VinylSd,57,528240130,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,847.0,WD,2004,0.0,0,NA,NA,433.0,VinylSd,None,RL,0.0,4,847.0,886.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,847.0,2,Ex,0,0.0,2010,Y,0.0,1733.0,185088.0,2Story,Pave,7,Gilbert,Gd,48.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,8640.0,No,SBrkr,Typ,NA,Gtl,0,205.0,Attchd,2008,20,1Fam,TA,Unf,VinylSd,520,528458060,CompShg,5,0.0,0.0,Gd,Gd,0.0,Hip,AllPub,Unf,1402.0,WD,2008,0.0,0,NA,NA,625.0,VinylSd,None,FV,0.0,5,1402.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1402.0,2,Ex,0,0.0,2009,Y,0.0,1402.0,229800.0,1Story,Pave,7,Somerst,NA,126.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,10447.0,No,SBrkr,Typ,NA,Gtl,0,140.0,Attchd,1984,20,1Fam,TA,Unf,Plywood,2305,923425030,CompShg,6,0.0,0.0,TA,TA,516.0,Gable,AllPub,ALQ,348.0,WD,1984,0.0,0,NA,NA,288.0,HdBoard,None,RL,0.0,12,887.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,864.0,1,TA,1,0.0,2007,Y,0.0,887.0,124500.0,1Story,Pave,5,Mitchel,NA,0.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,9600.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1968,20,1Fam,TA,Unf,MetalSd,2533,534201230,CompShg,5,0.0,0.0,TA,TA,758.0,Gable,AllPub,ALQ,293.0,WD,1968,0.0,1,NA,NA,504.0,MetalSd,None,RL,0.0,7,1051.0,0.0,TA,0,Y,Feedr,0.0,CBlock,TA,NA,TA,Corner,3,1,1051.0,2,Gd,0,0.0,2006,Y,0.0,1051.0,142000.0,1Story,Pave,6,Names,NA,0.0
Norm,TA,6,HLS,GasA,164.0,Reg,1,Unf,4899.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,70,1Fam,TA,Unf,MetalSd,2852,909250200,CompShg,8,0.0,0.0,TA,TA,305.0,Gable,AllPub,BLQ,450.0,WD,1920,0.0,0,NA,NA,216.0,MetalSd,None,RL,0.0,6,755.0,755.0,TA,0,Y,Norm,0.0,PConc,TA,NA,TA,Corner,3,1,755.0,1,Ex,0,0.0,2006,Y,0.0,1510.0,149000.0,2Story,Pave,6,SWISU,NA,0.0
Norm,TA,5,Lvl,GasA,0.0,IR1,2,Unf,9246.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1973,90,Duplx,TA,Unf,Plywood,1198,534250010,CompShg,5,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,1656.0,WD,1973,564.0,0,NA,NA,506.0,Plywood,BrkFace,RL,0.0,11,1656.0,0.0,TA,0,Y,Feedr,0.0,CBlock,TA,NA,TA,Inside,4,2,1656.0,2,TA,0,0.0,2008,Y,0.0,1656.0,135000.0,1Story,Pave,8,NWAmes,NA,211.0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,RFn,4928.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1976,120,TwnhsE,TA,Unf,Plywood,1681,527452100,CompShg,5,0.0,0.0,TA,TA,120.0,Gable,AllPub,ALQ,958.0,WD,1976,0.0,0,NA,NA,440.0,Plywood,None,RL,0.0,2,958.0,0.0,TA,0,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,2,2,1078.0,2,TA,0,0.0,2007,Y,0.0,958.0,128000.0,1Story,Pave,5,NPkVill,TA,205.0
Norm,TA,8,Lvl,GasA,291.0,IR1,1,RFn,12692.0,No,SBrkr,Typ,NA,Gtl,1,264.0,Attchd,1993,20,1Fam,TA,Unf,BrkFace,1773,528366050,CompShg,5,0.0,0.0,Gd,Gd,1231.0,Hip,AllPub,GLQ,1969.0,WD,1992,0.0,1,NA,NA,546.0,BrkFace,None,RL,0.0,5,3228.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,4,3,3200.0,2,Ex,0,0.0,2007,Y,0.0,3228.0,430000.0,1Story,Pave,10,NoRidge,Gd,75.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Fin,7476.0,No,SBrkr,Typ,NA,Gtl,0,188.0,Detchd,1968,20,1Fam,TA,Unf,HdBoard,1825,532377050,CompShg,7,0.0,0.0,TA,TA,812.0,Gable,AllPub,Rec,228.0,WD,1968,0.0,1,NA,NA,686.0,HdBoard,None,RL,0.0,6,1040.0,0.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,3,1,1040.0,2,TA,0,0.0,2007,Y,0.0,1040.0,145000.0,1Story,Pave,5,Sawyer,NA,0.0
Norm,TA,5,Lvl,GasA,81.0,Reg,1,Unf,5362.0,No,SBrkr,Typ,NA,Gtl,1,242.0,Detchd,2003,50,1Fam,TA,Unf,Wd Sdng,2208,909254150,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,661.0,WD,1910,0.0,0,NA,NA,552.0,Wd Shng,None,RL,0.0,11,661.0,589.0,TA,0,Y,Norm,0.0,PConc,TA,NA,TA,Corner,3,2,661.0,2,Ex,0,0.0,2007,Y,0.0,1250.0,139000.0,1.5Fin,Pave,8,Crawfor,Gd,0.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Fin,12090.0,No,SBrkr,Typ,NA,Gtl,1,268.0,BuiltIn,2003,80,1Fam,TA,Unf,VinylSd,1646,527302020,CompShg,7,0.0,147.0,TA,TA,0.0,Hip,AllPub,Unf,585.0,WD,1984,74.0,0,NA,NA,477.0,VinylSd,BrkFace,RL,0.0,1,1140.0,728.0,TA,1,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,3,3,585.0,2,Ex,0,0.0,2007,Y,0.0,1868.0,178000.0,SLvl,Pave,7,NWAmes,TA,112.0
Norm,TA,10,Lvl,GasA,0.0,Reg,1,Fin,12539.0,Gd,SBrkr,Typ,NA,Gtl,1,30.0,BuiltIn,2006,60,1Fam,TA,Unf,CemntBd,1060,528118090,CompShg,5,0.0,192.0,Ex,Ex,1082.0,Hip,AllPub,GLQ,538.0,WD,2005,468.0,1,NA,NA,1150.0,CmentBd,BrkFace,RL,0.0,6,1632.0,1158.0,TA,1,Y,PosN,0.0,PConc,Ex,NA,TA,Inside,4,2,1620.0,4,Ex,0,0.0,2008,Y,0.0,2790.0,460000.0,2Story,Pave,10,NridgHt,Ex,200.0
Norm,TA,6,Bnk,GasA,268.0,IR1,1,Unf,11888.0,No,FuseA,Typ,Pave,Gtl,0,0.0,Detchd,1994,75,1Fam,TA,Unf,Wd Sdng,748,903400220,CompShg,6,0.0,0.0,TA,Gd,0.0,Gable,AllPub,Unf,844.0,WD,1916,0.0,0,NA,NA,441.0,Wd Shng,None,RL,0.0,7,1445.0,689.0,TA,0,N,PosN,0.0,BrkTil,TA,NA,TA,Inside,5,2,844.0,2,Gd,0,0.0,2009,Y,0.0,2134.0,214500.0,2.5Unf,Pave,10,BrkSide,NA,60.0
Norm,NA,5,Lvl,GasA,228.0,Reg,2,NA,7082.0,Mn,SBrkr,Typ,NA,Gtl,0,0.0,NA,1995,190,2FmCon,TA,Unf,VinylSd,2846,909131125,CompShg,8,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,686.0,WD,1916,0.0,0,NA,NA,0.0,VinylSd,None,RH,0.0,7,948.0,980.0,NA,0,Y,Norm,0.0,PConc,TA,NA,TA,Inside,5,2,686.0,0,Gd,0,0.0,2006,N,0.0,1928.0,160000.0,2Story,Pave,10,SWISU,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,8755.0,No,SBrkr,Typ,NA,Gtl,1,0.0,BuiltIn,1999,60,1Fam,TA,Unf,VinylSd,493,528292070,CompShg,5,0.0,0.0,Gd,Gd,772.0,Gable,AllPub,ALQ,220.0,WD,1999,298.0,1,NA,GdPrv,390.0,VinylSd,BrkFace,RL,168.0,6,1022.0,1038.0,TA,1,Y,RRNn,0.0,PConc,Gd,NA,TA,FR2,3,2,992.0,2,Ex,0,0.0,2009,Y,0.0,2060.0,214000.0,2Story,Pave,8,Gilbert,TA,0.0
Norm,Fa,6,Lvl,GasA,40.0,Reg,1,Unf,4080.0,No,SBrkr,Typ,Grvl,Gtl,0,54.0,Detchd,1998,50,1Fam,TA,Unf,Wd Sdng,694,902103100,CompShg,8,0.0,0.0,TA,Gd,0.0,Gable,AllPub,Unf,901.0,WD,1935,0.0,0,NA,NA,162.0,Wd Sdng,None,RM,0.0,6,861.0,517.0,Fa,0,Y,Norm,0.0,PConc,TA,NA,TA,Inside,3,1,901.0,1,Gd,0,0.0,2009,P,0.0,1378.0,128900.0,1.5Fin,Pave,6,OldTown,NA,0.0
Norm,TA,4,Low,GasA,0.0,Reg,1,Fin,32463.0,Av,SBrkr,Typ,NA,Mod,1,439.0,2Types,1975,190,2FmCon,Gd,Unf,MetalSd,2283,923205025,CompShg,4,0.0,0.0,TA,TA,1159.0,Gable,AllPub,BLQ,90.0,WD,1961,149.0,1,NA,NA,1356.0,MetalSd,Stone,RL,0.0,3,1622.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,1249.0,4,Ex,0,0.0,2007,Y,0.0,1622.0,168000.0,1Story,Pave,7,Mitchel,TA,0.0
Norm,TA,8,Lvl,GasA,137.0,Reg,1,RFn,3696.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1986,120,TwnhsE,TA,Unf,HdBoard,1632,527182040,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1074.0,WD,1986,0.0,0,NA,NA,461.0,HdBoard,None,RL,0.0,10,1088.0,0.0,TA,1,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,2,1,1074.0,2,Ex,0,0.0,2007,Y,0.0,1088.0,170000.0,1Story,Pave,5,StoneBr,NA,74.0
