Garage Cond,Overall Qual,Enclosed Porch,Lot Shape,Kitchen AbvGr,Lot Area,Bsmt Exposure,Functional,Land Slope,Fireplaces,Wood Deck SF,Year Remod/Add,Exter Cond,BsmtFin Type 2,Id,PID,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Utilities,BsmtFin Type 1,Bsmt Unf SF,Year Built,Mas Vnr Area,Bsmt Full Bath,Garage Area,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,BsmtFin SF 2,Bsmt Qual,Pool QC,Bsmt Cond,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Misc Val,Gr Liv Area,SalePrice,TotRms AbvGrd,Fireplace Qu,Open Porch SF,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice,yr_since_built,yr_since_remod,is_built_recently,is_remod_recently,has_alley,is_pave_alley,near_major_street,near_rail,near_offsite,ext_VinylSd,ext_MetalSd,ext_HdBoard,ext_Wd Sdng,ext_Plywood,ext_CemntBd,ext_BrkFace,ext_WdShing,ext_AsbShng,ext_Stucco,ext_BrkComm,ext_Stone,ext_CBlock,ext_ImStucc,ext_AsphShn,has_aircon,has_std_cb,is_garage_attached,has_garage,is_garage_finished,ldctour_HLS,ldctour_Low,ldctour_Lvl,ltcfig_CulDSac,ltcfig_FR2,ltcfig_FR3,ltcfig_Inside,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,rfstyle_Gable,rfstyle_Gambrel,rfstyle_Hip,rfstyle_Mansard,rfstyle_Shed,mvtype_BrkFace,mvtype_None,mvtype_Stone,found_CBlock,found_PConc,found_Slab,found_Stone,found_Wood,fence_GdWo,fence_MnPrv,fence_MnWw,fence_NA,sltype_CWD,sltype_Con,sltype_ConLD,sltype_ConLI,sltype_ConLw,sltype_New,sltype_Oth,sltype_WD,mszone_C,mszone_FV,mszone_I,mszone_RH,mszone_RL,mszone_RM
TA,5,368.0,IR1,1,10457.0,Gd,Typ,Mod,1,0.0,1969,Ex,LwQ,989,924100060,7,0.0,0.0,Gd,TA,496.0,AllPub,BLQ,0.0,1969,178.0,0,898.0,0.0,4,784.0,848.0,TA,1,288.0,TA,NA,TA,4,1,784.0,2,Ex,0,0.0,2009,0.0,1632.0,173000.0,7,TA,173.0,9.25502688959859,6.664409020350408,7.397561535524052,12.061046873479915,40,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,236.0,IR1,1,8281.0,No,Typ,Gtl,1,0.0,1965,TA,BLQ,562,532378120,5,0.0,0.0,TA,TA,553.0,AllPub,Rec,0.0,1965,0.0,0,360.0,0.0,12,864.0,0.0,TA,0,311.0,TA,NA,TA,3,1,864.0,1,Gd,0,0.0,2009,0.0,864.0,62383.0,5,Po,0.0,9.0217190130337,6.761572768804055,6.761572768804055,11.041048081342682,44,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,9,0.0,IR1,1,14948.0,Av,Typ,Gtl,1,126.0,2008,TA,Unf,1054,528104080,5,0.0,0.0,Ex,Ex,1330.0,AllPub,GLQ,122.0,2008,268.0,1,858.0,0.0,11,1476.0,1237.0,TA,1,0.0,Ex,NA,TA,3,2,1452.0,3,Ex,0,0.0,2008,0.0,2713.0,446261.0,11,Gd,66.0,9.612332790605375,7.297091005160418,7.905810312658931,13.008659261632127,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TA,7,56.0,Reg,1,7000.0,No,Typ,Gtl,2,530.0,1997,TA,Unf,2850,909250070,8,0.0,0.0,TA,Gd,424.0,AllPub,ALQ,200.0,1926,0.0,1,312.0,0.0,5,743.0,736.0,TA,0,0.0,TA,NA,TA,3,1,624.0,1,Ex,0,0.0,2006,0.0,1479.0,160000.0,6,Gd,0.0,8.85366542803745,6.610696044717759,7.2991214627108,11.982929094215963,80,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,7,0.0,Reg,1,3940.0,No,Typ,Gtl,1,143.0,2004,TA,Unf,1082,528228405,5,0.0,0.0,Gd,Gd,1087.0,AllPub,GLQ,306.0,2004,24.0,1,668.0,0.0,5,1576.0,0.0,TA,0,0.0,Gd,NA,TA,2,2,1393.0,3,Ex,0,0.0,2008,0.0,1576.0,219990.0,7,TA,20.0,8.27893600229198,7.362645270417825,7.362645270417825,12.301337369755954,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TA,7,0.0,IR1,1,9382.0,No,Typ,Gtl,0,120.0,2000,TA,Unf,1440,907187080,5,0.0,0.0,Gd,Gd,0.0,AllPub,Unf,1468.0,1999,125.0,0,577.0,0.0,7,1479.0,0.0,TA,0,0.0,Gd,NA,TA,3,2,1468.0,2,Ex,0,0.0,2008,0.0,1479.0,191000.0,6,NA,25.0,9.146548238888403,7.2991214627108,7.2991214627108,12.160028707028768,9,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,6854.0,No,Mod,Mod,1,0.0,1994,Gd,Rec,2006,903201090,7,0.0,150.0,TA,TA,317.0,AllPub,LwQ,212.0,1925,0.0,1,308.0,0.0,8,916.0,144.0,Fa,0,227.0,TA,NA,TA,1,1,756.0,1,TA,0,0.0,2007,0.0,1060.0,136500.0,6,Gd,65.0,8.832587702434553,6.82001636467413,6.966024187106113,11.824079893607152,82,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,4,60.0,IR1,1,11515.0,NA,Min2,Gtl,0,0.0,1994,TA,NA,2082,905475520,5,0.0,0.0,TA,Gd,0.0,AllPub,NA,0.0,1958,0.0,0,308.0,0.0,8,943.0,0.0,TA,0,0.0,NA,NA,NA,3,1,0.0,1,TA,0,0.0,2007,0.0,943.0,80000.0,5,NA,0.0,9.351405812254786,6.849066282633458,6.849066282633458,11.289781913656018,49,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,7,0.0,IR1,1,13837.0,No,Typ,Gtl,0,0.0,1988,Gd,LwQ,2344,527302080,5,0.0,0.0,Gd,Gd,1002.0,AllPub,GLQ,0.0,1988,178.0,0,786.0,0.0,2,1377.0,806.0,TA,1,202.0,Gd,NA,Gd,4,2,1204.0,3,Gd,0,0.0,2006,0.0,2183.0,229000.0,9,NA,0.0,9.535101442669385,7.227662498728654,7.688455356549944,12.341477282536376,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,7,0.0,Reg,1,9938.0,No,Typ,Gtl,1,156.0,1994,TA,Unf,248,906223090,5,0.0,0.0,Gd,Gd,750.0,AllPub,GLQ,300.0,1993,246.0,1,574.0,0.0,6,1062.0,887.0,TA,1,0.0,Gd,NA,TA,3,2,1050.0,2,Ex,0,0.0,2010,0.0,1949.0,236000.0,8,TA,90.0,9.204121072162266,6.967909201801884,7.575071699507561,12.371587084007746,17,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,10,0.0,IR1,1,12633.0,Gd,Typ,Gtl,1,160.0,2007,TA,Unf,2276,921128030,5,0.0,108.0,Ex,Ex,0.0,AllPub,Unf,1824.0,2006,242.0,0,932.0,0.0,9,1824.0,0.0,TA,0,0.0,Ex,NA,TA,3,2,1824.0,3,Ex,0,0.0,2007,0.0,1824.0,392000.0,8,Gd,36.0,9.444067716830038,7.508787170634276,7.508787170634276,12.8790171187726,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TA,6,213.0,Reg,1,6876.0,No,Typ,Gtl,0,0.0,1950,TA,Unf,755,903451090,5,0.0,0.0,TA,TA,522.0,AllPub,BLQ,198.0,1927,0.0,1,316.0,0.0,8,1146.0,784.0,TA,0,0.0,TA,NA,Fa,4,2,720.0,1,Fa,0,0.0,2009,0.0,1930.0,149000.0,8,NA,0.0,8.83579236650274,7.044032897274685,7.5652752818989315,11.911701584927595,82,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TA,10,0.0,IR1,1,3951.0,Mn,Typ,Gtl,1,0.0,1999,TA,GLQ,1178,533236090,5,0.0,94.0,Ex,Ex,128.0,AllPub,BLQ,0.0,1998,0.0,1,846.0,0.0,2,1469.0,924.0,TA,1,842.0,Gd,NA,TA,2,2,970.0,2,Ex,0,0.0,2008,0.0,2393.0,345000.0,7,TA,90.0,8.281723990411392,7.292337176173877,7.780303087908373,12.751299696013495,10,9,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TA,5,167.0,Reg,1,9856.0,No,Typ,Gtl,0,0.0,2005,Gd,Unf,2636,902100110,8,0.0,0.0,Gd,TA,0.0,AllPub,Unf,716.0,1900,0.0,0,624.0,0.0,6,1007.0,1007.0,TA,0,0.0,Fa,NA,TA,5,2,716.0,2,Ex,0,0.0,2006,0.0,2014.0,169000.0,8,NA,72.0,9.1958356857733,6.914730892718563,7.607878073278507,12.037653993905211,106,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TA,4,0.0,Reg,1,17808.0,No,Mod,Gtl,0,0.0,1950,TA,Unf,2077,905377050,5,0.0,0.0,TA,TA,0.0,AllPub,Unf,484.0,1946,0.0,0,336.0,0.0,7,1242.0,0.0,TA,0,0.0,TA,NA,TA,2,1,484.0,1,TA,0,0.0,2007,0.0,1242.0,109900.0,4,NA,0.0,9.787403073515328,7.124478262493424,7.124478262493424,11.607326140391711,61,57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,7,0.0,Reg,1,9627.0,Av,Typ,Mod,1,190.0,1994,TA,Unf,2930,924151050,5,0.0,0.0,TA,TA,758.0,AllPub,LwQ,238.0,1993,94.0,0,650.0,0.0,11,996.0,1004.0,TA,1,0.0,Gd,NA,TA,3,2,996.0,3,Ex,0,0.0,2006,0.0,2000.0,188000.0,9,TA,48.0,9.172326929777968,6.903747257584598,7.600902459542082,12.144197241812089,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,6,0.0,Reg,1,6000.0,No,Typ,Gtl,1,45.0,1950,Fa,Unf,737,903227090,6,0.0,0.0,TA,TA,0.0,AllPub,Unf,780.0,1939,0.0,0,280.0,0.0,5,825.0,587.0,TA,0,0.0,TA,NA,TA,4,1,780.0,1,Ex,0,0.0,2009,0.0,1412.0,132500.0,6,Gd,0.0,8.699514748210191,6.715383386334681,7.252762418053187,11.794337924408412,70,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TA,5,0.0,Reg,1,9757.0,No,Typ,Mod,0,66.0,1994,Gd,Unf,837,907126050,7,0.0,92.0,TA,TA,755.0,AllPub,ALQ,235.0,1994,0.0,1,440.0,0.0,10,990.0,0.0,TA,0,0.0,TA,NA,TA,3,1,990.0,1,Ex,0,0.0,2009,0.0,990.0,143000.0,5,NA,0.0,9.18574025510795,6.897704943128636,6.897704943128636,11.870599909242044,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,9280.0,No,Typ,Gtl,0,0.0,1951,TA,Unf,2086,905478140,6,0.0,0.0,TA,TA,557.0,AllPub,ALQ,785.0,1951,0.0,1,256.0,0.0,4,1342.0,0.0,TA,0,0.0,Fa,NA,TA,4,1,1342.0,1,Ex,0,0.0,2007,0.0,1342.0,125000.0,7,NA,0.0,9.135616825780248,7.201916317531627,7.201916317531627,11.736069016284436,56,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,9,0.0,IR1,1,14780.0,Gd,Typ,Mod,1,354.0,2005,TA,Unf,2385,528114010,5,0.0,156.0,Ex,Ex,1505.0,AllPub,GLQ,363.0,2005,568.0,1,1085.0,0.0,6,1868.0,0.0,TA,0,0.0,Ex,NA,TA,2,2,1868.0,3,Ex,0,0.0,2006,0.0,1868.0,415000.0,7,Gd,56.0,9.601030194502194,7.532623618788788,7.532623618788788,12.936033799212836,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,4,0.0,Reg,1,7740.0,No,Typ,Gtl,0,0.0,1950,TA,Unf,189,902402130,7,0.0,168.0,TA,TA,0.0,AllPub,Unf,622.0,1910,0.0,0,528.0,0.0,6,741.0,622.0,TA,0,0.0,Fa,NA,TA,3,1,622.0,2,Gd,0,0.0,2010,0.0,1363.0,125500.0,6,NA,0.0,8.954156966583772,6.608000625296087,7.217443431696533,11.740061037553977,100,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TA,6,0.0,Reg,1,9600.0,No,Min1,Gtl,1,289.0,1988,TA,LwQ,635,535175030,6,0.0,0.0,TA,TA,620.0,AllPub,Rec,0.0,1958,183.0,1,338.0,0.0,4,1632.0,0.0,TA,0,620.0,TA,NA,TA,3,2,1240.0,1,Gd,0,0.0,2009,0.0,1632.0,139000.0,6,Gd,0.0,9.169518377455928,7.397561535524052,7.397561535524052,11.842229212112828,51,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,10,0.0,IR1,1,13478.0,Gd,Typ,Gtl,1,382.0,2008,TA,Unf,432,528110010,5,0.0,0.0,Ex,Ex,1338.0,AllPub,GLQ,384.0,2008,420.0,1,842.0,0.0,6,1728.0,568.0,TA,1,0.0,Ex,NA,TA,3,2,1722.0,3,Ex,0,0.0,2009,0.0,2296.0,451950.0,10,Gd,274.0,9.508814005506162,7.454719949364001,7.738923757439457,13.021326833226556,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NA,5,0.0,Reg,2,10926.0,No,Typ,Gtl,0,0.0,1959,TA,Unf,900,908275040,5,0.0,0.0,TA,TA,0.0,AllPub,Unf,1678.0,1959,74.0,0,0.0,0.0,8,1678.0,0.0,NA,0,0.0,TA,NA,TA,6,2,1678.0,0,TA,0,0.0,2009,0.0,1678.0,119900.0,10,NA,0.0,9.298900548955665,7.425357887027151,7.425357887027151,11.694413341015606,50,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,8,0.0,IR1,1,6853.0,No,Typ,Gtl,0,192.0,2002,TA,Unf,966,916455070,5,0.0,0.0,Gd,Gd,1005.0,AllPub,GLQ,262.0,2001,136.0,1,471.0,0.0,6,1296.0,0.0,TA,0,0.0,Ex,NA,TA,2,2,1267.0,2,Ex,0,0.0,2009,0.0,1296.0,220000.0,6,NA,25.0,8.832441791585824,7.16703787691222,7.16703787691222,12.301382825334498,8,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,6,0.0,Reg,1,10667.0,No,Typ,Gtl,1,0.0,1971,TA,Unf,1612,526352080,6,0.0,0.0,TA,TA,838.0,AllPub,BLQ,749.0,1971,302.0,0,525.0,0.0,3,1587.0,0.0,TA,0,0.0,TA,NA,TA,3,2,1587.0,2,TA,0,0.0,2007,0.0,1587.0,167300.0,7,Gd,44.0,9.274910142625483,7.369600720526409,7.369600720526409,12.027543886974914,36,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,8212.0,No,Typ,Gtl,2,84.0,1950,TA,Unf,904,909101100,6,0.0,0.0,TA,TA,626.0,AllPub,Rec,94.0,1941,0.0,0,256.0,0.0,9,854.0,444.0,TA,0,0.0,TA,NA,TA,3,1,720.0,1,Ex,0,0.0,2009,0.0,1298.0,122000.0,6,Gd,0.0,9.013351778138825,6.74993119378857,7.168579897264035,11.711776323715394,68,59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,2,9100.0,No,Typ,Gtl,0,0.0,1963,TA,Unf,2487,532351090,5,0.0,0.0,TA,TA,1332.0,AllPub,Rec,396.0,1963,336.0,1,504.0,0.0,11,1728.0,0.0,TA,0,0.0,TA,NA,TA,6,2,1728.0,2,TA,0,0.0,2006,0.0,1728.0,125000.0,10,NA,0.0,9.116029692504942,7.454719949364001,7.454719949364001,11.736069016284436,43,43,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TA,5,0.0,Reg,1,6000.0,No,Typ,Gtl,0,0.0,1957,TA,Unf,1304,902205090,6,0.0,0.0,TA,TA,308.0,AllPub,Rec,620.0,1957,0.0,0,288.0,0.0,6,928.0,0.0,TA,0,0.0,TA,NA,TA,3,1,928.0,1,Gd,0,0.0,2008,0.0,928.0,112500.0,5,NA,0.0,8.699514748210191,6.833031732786201,6.833031732786201,11.630708500626612,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TA,7,0.0,Reg,1,9316.0,Gd,Typ,Gtl,0,164.0,2006,TA,Unf,2112,906394020,5,0.0,0.0,Gd,Gd,0.0,AllPub,Unf,879.0,2005,0.0,0,578.0,0.0,10,879.0,916.0,TA,1,0.0,Gd,NA,TA,3,2,879.0,2,Ex,0,0.0,2007,0.0,1795.0,191000.0,7,NA,111.0,9.139488631004232,6.778784897685177,7.492760300922379,12.160028707028768,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,6,0.0,Reg,1,9464.0,No,Typ,Gtl,0,0.0,1958,Gd,Unf,1244,535180100,7,0.0,130.0,TA,TA,570.0,AllPub,BLQ,510.0,1958,135.0,0,288.0,0.0,6,1080.0,0.0,TA,0,0.0,TA,NA,TA,3,1,1080.0,1,Gd,0,0.0,2008,0.0,1080.0,136000.0,5,NA,0.0,9.155250405658222,6.984716320118266,6.984716320118266,11.820410164718188,50,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
